ss_sold_date_sk,ss_store_sk,ss_sales_price
2451799.0,3.0,9.92
2452621.0,8.0,4.49
2451530.0,4.0,17.34
2452128.0,,
2452413.0,2.0,49.27
2451357.0,8.0,38.09
2451167.0,8.0,31.21
,1.0,
2451506.0,7.0,41.04
2450976.0,5.0,31.95
2451531.0,2.0,53.48
2452191.0,7.0,7.83
2451520.0,3.0,66.38
2451672.0,2.0,16.34
2451508.0,5.0,55.99
2451801.0,6.0,3.28
2452167.0,8.0,44.02
2451081.0,3.0,22.23
2452578.0,3.0,76.64
2450884.0,4.0,7.4
2452557.0,4.0,10.56
2451891.0,8.0,60.11
2452373.0,1.0,35.71
2452627.0,7.0,9.89
2452201.0,2.0,53.06
2451959.0,3.0,67.38
2451501.0,5.0,50.25
2451311.0,2.0,10.94
2452222.0,4.0,5.66
2452254.0,6.0,3.12
2452406.0,7.0,56.99
2452630.0,3.0,14.57
2452201.0,3.0,20.04
2452568.0,7.0,31.29
2451342.0,1.0,5.59
2451769.0,6.0,1.2
2451474.0,1.0,12.63
2451884.0,7.0,98.66
2451104.0,7.0,22.32
2451175.0,4.0,72.45
2451052.0,3.0,22.21
2451922.0,5.0,184.85
2451506.0,2.0,0.0
2451451.0,1.0,99.49
2450962.0,3.0,7.25
2452255.0,2.0,26.22
2452606.0,7.0,61.04
2451520.0,8.0,45.7
2451507.0,1.0,50.86
2450972.0,5.0,15.68
2451230.0,7.0,35.98
2451069.0,4.0,69.73
2451883.0,8.0,76.89
2451156.0,1.0,50.07
2451126.0,5.0,0.0
2450857.0,2.0,0.31
2452504.0,6.0,58.58
2450857.0,3.0,81.89
2452211.0,3.0,76.71
,,46.33
2452270.0,1.0,14.64
2451415.0,7.0,49.53
2450885.0,5.0,14.83
2452324.0,3.0,76.8
2451525.0,,
2451181.0,1.0,33.25
2451478.0,1.0,32.29
2451080.0,5.0,132.52
2452276.0,1.0,19.69
2451498.0,5.0,33.18
2451887.0,5.0,24.2
2451142.0,5.0,5.48
2450964.0,6.0,68.5
2452549.0,1.0,32.02
2452272.0,1.0,81.27
2452592.0,7.0,68.3
2451102.0,8.0,91.73
,,48.23
2452500.0,7.0,5.13
2451567.0,1.0,7.88
2452544.0,8.0,3.96
2451154.0,4.0,20.29
2451875.0,4.0,134.81
2452005.0,1.0,0.34
2451520.0,2.0,46.7
2450896.0,3.0,75.84
2452489.0,,
2450981.0,,
2450862.0,2.0,108.37
2451680.0,6.0,35.97
2452639.0,3.0,18.08
2450859.0,,58.77
2452474.0,1.0,16.98
,,104.98
2451779.0,5.0,9.68
2452529.0,5.0,19.52
2452485.0,5.0,15.93
2451411.0,3.0,54.51
2451039.0,8.0,49.78
2452317.0,1.0,84.31
2451086.0,1.0,23.85
2451898.0,2.0,17.28
2452470.0,3.0,6.56
2452636.0,8.0,12.38
2451455.0,6.0,83.56
2452106.0,7.0,33.71
2451474.0,3.0,4.8
2451628.0,7.0,57.56
2452269.0,7.0,23.96
2451540.0,2.0,50.23
,2.0,
2451510.0,3.0,9.98
2450962.0,3.0,23.43
2450819.0,5.0,24.83
2452200.0,7.0,34.41
2451418.0,3.0,25.13
2450861.0,5.0,50.17
2451876.0,3.0,31.98
2451695.0,7.0,12.45
2452607.0,7.0,34.46
2452224.0,5.0,0.73
2450968.0,3.0,36.03
,,51.95
2451884.0,1.0,2.51
2451705.0,3.0,24.51
2451504.0,4.0,33.21
2451063.0,2.0,32.5
2452572.0,4.0,20.67
2451774.0,4.0,10.03
,,36.01
2451118.0,8.0,74.39
2451594.0,4.0,21.95
2451805.0,6.0,27.41
2451161.0,6.0,20.15
,,
2451448.0,6.0,22.69
2451794.0,6.0,12.96
2452527.0,7.0,50.93
2451126.0,6.0,2.3
2452309.0,1.0,3.76
2451687.0,6.0,18.52
2452520.0,2.0,3.9
2451445.0,3.0,4.71
2451159.0,1.0,27.24
2451800.0,1.0,61.76
2452168.0,7.0,5.22
2451398.0,8.0,83.95
2451834.0,6.0,6.91
2451835.0,3.0,88.99
2451662.0,6.0,68.77
2452408.0,1.0,2.54
2452310.0,2.0,149.97
2450969.0,8.0,41.22
2451083.0,6.0,38.72
2452352.0,7.0,25.35
2451121.0,5.0,17.08
2452574.0,,
2451229.0,2.0,53.42
2451459.0,5.0,26.53
2450926.0,5.0,35.32
2452156.0,4.0,34.43
2452178.0,2.0,11.65
2452420.0,3.0,30.5
2451154.0,2.0,26.44
2452563.0,8.0,15.78
2452276.0,5.0,43.49
2451806.0,5.0,36.33
,2.0,
2451066.0,7.0,12.92
2451889.0,3.0,0.0
2451934.0,6.0,30.13
2451849.0,9.0,14.51
2452624.0,1.0,13.42
2452609.0,1.0,27.09
2452251.0,6.0,3.53
2451692.0,2.0,4.39
2451628.0,1.0,120.21
2452136.0,6.0,131.65
2451460.0,2.0,18.69
2452004.0,8.0,0.15
2452025.0,8.0,84.14
2451089.0,5.0,45.9
2450921.0,1.0,41.9
2450869.0,7.0,60.95
2452334.0,8.0,123.53
2452024.0,4.0,3.69
2450961.0,2.0,64.9
2451004.0,4.0,97.39
2452345.0,,14.74
2452497.0,3.0,11.43
2452622.0,4.0,9.5
2451157.0,4.0,12.55
2452633.0,1.0,41.49
2452073.0,3.0,26.03
2451924.0,6.0,53.95
2451540.0,7.0,35.74
,,70.33
2450906.0,2.0,56.86
2451442.0,8.0,96.9
2452496.0,8.0,0.86
2451467.0,5.0,15.37
2452536.0,1.0,79.32
2452111.0,6.0,20.29
2451219.0,4.0,
2451335.0,5.0,7.66
2451828.0,6.0,60.33
2451882.0,4.0,41.65
2452202.0,8.0,27.07
2451496.0,3.0,86.84
2451907.0,6.0,106.89
2451928.0,2.0,22.95
2451139.0,4.0,51.04
2451427.0,4.0,31.81
2451119.0,2.0,92.64
2451107.0,7.0,11.27
2451824.0,3.0,117.24
2451895.0,5.0,47.65
2452599.0,2.0,66.72
2452551.0,3.0,51.24
2452109.0,2.0,6.92
2452264.0,,10.25
2450912.0,,20.97
2451498.0,8.0,31.89
2452171.0,7.0,3.37
2452367.0,2.0,7.62
2451827.0,5.0,33.21
2451948.0,7.0,22.01
2452590.0,3.0,0.36
2452580.0,7.0,48.12
2451701.0,5.0,17.59
2451931.0,8.0,31.38
2452361.0,7.0,40.65
2452603.0,7.0,2.62
2452061.0,4.0,10.01
2451471.0,1.0,9.11
2451908.0,1.0,
2452243.0,2.0,15.3
2452239.0,1.0,12.61
2452499.0,4.0,7.89
2452194.0,3.0,31.96
2451507.0,7.0,26.86
2452036.0,4.0,32.6
2451855.0,8.0,3.1
2452520.0,3.0,3.94
2450913.0,2.0,25.45
2451269.0,,
,,
2451072.0,4.0,28.89
2451774.0,7.0,0.93
2451443.0,6.0,33.45
2452500.0,4.0,22.09
2451215.0,1.0,8.74
,,30.56
2451542.0,5.0,111.23
2451720.0,3.0,25.26
2451295.0,2.0,2.41
2451152.0,6.0,42.68
2451830.0,2.0,44.66
2451608.0,7.0,14.41
2451126.0,7.0,29.36
2450858.0,1.0,47.2
2452256.0,6.0,29.23
2452141.0,8.0,2.58
2451056.0,3.0,0.01
2451825.0,1.0,11.37
2451072.0,1.0,74.67
,,
2451458.0,1.0,11.55
2451537.0,7.0,94.88
2451930.0,7.0,42.4
2451711.0,7.0,30.68
2451104.0,5.0,71.44
,3.0,116.49
2451463.0,3.0,58.66
2452224.0,4.0,33.18
2451156.0,1.0,
2451905.0,8.0,75.08
2452151.0,6.0,52.83
2452197.0,7.0,37.71
2451255.0,4.0,61.64
2451243.0,6.0,24.71
2452568.0,,
2452411.0,4.0,41.88
2451453.0,3.0,16.12
2451075.0,,
2451529.0,1.0,43.76
2451162.0,3.0,8.78
2451093.0,6.0,35.94
2451117.0,8.0,60.59
2452519.0,2.0,78.76
2451448.0,2.0,17.56
2451827.0,2.0,0.0
2450850.0,7.0,32.92
2451905.0,2.0,99.87
2451703.0,,2.19
2451095.0,4.0,17.24
2451802.0,1.0,10.79
2452232.0,7.0,45.52
2451809.0,8.0,22.78
2451176.0,7.0,38.69
2450901.0,1.0,32.78
2451277.0,5.0,54.18
2451385.0,2.0,0.69
2452349.0,5.0,38.49
2451753.0,6.0,42.46
2452189.0,4.0,8.19
2451544.0,1.0,23.83
2451618.0,8.0,33.29
2452088.0,8.0,69.28
2451067.0,7.0,11.93
,3.0,16.69
2452262.0,1.0,17.57
2451088.0,8.0,77.84
2452355.0,2.0,4.57
2451162.0,2.0,21.06
2451478.0,4.0,113.38
2451784.0,7.0,111.26
2451148.0,8.0,49.43
2451535.0,2.0,1.43
2451134.0,1.0,14.92
,7.0,136.26
2451161.0,1.0,60.39
2451791.0,7.0,56.39
2451787.0,3.0,6.8
2451446.0,4.0,0.94
2450955.0,3.0,42.82
2451493.0,8.0,45.21
2451344.0,2.0,1.56
2452192.0,3.0,11.26
2451337.0,3.0,36.31
2452302.0,5.0,48.43
2451997.0,4.0,4.93
2451302.0,4.0,124.44
2451998.0,4.0,103.56
2451805.0,8.0,96.12
2451937.0,3.0,24.36
2451577.0,5.0,78.35
2451396.0,2.0,69.59
2451073.0,5.0,77.83
2452466.0,4.0,3.19
2451165.0,7.0,10.14
2451817.0,7.0,0.0
2451086.0,1.0,9.57
2451720.0,7.0,10.33
2451179.0,3.0,104.57
2451665.0,5.0,40.28
2451520.0,1.0,21.76
2451415.0,3.0,75.64
2452635.0,8.0,97.1
2450910.0,3.0,48.33
2451974.0,6.0,56.04
2451921.0,8.0,44.87
2452180.0,8.0,16.76
2451077.0,3.0,1.53
2451103.0,1.0,156.02
2451735.0,5.0,32.19
2452306.0,8.0,9.2
,,
2452631.0,,
2452566.0,2.0,1.07
2451156.0,8.0,5.71
2452613.0,3.0,113.23
2451318.0,6.0,0.93
2451162.0,7.0,48.41
2452242.0,5.0,14.37
2451940.0,6.0,8.21
2452419.0,3.0,16.31
2452154.0,8.0,40.23
2451339.0,7.0,25.62
2451491.0,4.0,23.66
2451536.0,8.0,0.16
2451477.0,7.0,43.51
2451787.0,4.0,24.13
2451514.0,6.0,22.82
2451878.0,1.0,83.55
2452377.0,6.0,59.91
2452172.0,5.0,1.36
,3.0,
2451823.0,5.0,77.45
2452582.0,2.0,31.31
2451769.0,2.0,20.34
2451031.0,7.0,21.24
2450862.0,2.0,127.71
2452566.0,3.0,4.7
2452190.0,2.0,41.08
2451863.0,2.0,15.77
2451504.0,5.0,20.58
2452233.0,6.0,5.98
2451798.0,2.0,33.65
2451069.0,2.0,62.03
2452482.0,4.0,0.67
2450976.0,1.0,5.28
2451691.0,5.0,40.1
2452207.0,6.0,32.89
2451153.0,,
2451369.0,2.0,3.22
2452023.0,4.0,8.24
2452604.0,5.0,24.38
2451174.0,5.0,45.88
2451889.0,2.0,21.64
2451492.0,7.0,74.03
2451805.0,5.0,107.69
2451030.0,3.0,26.44
2452122.0,8.0,76.45
2451792.0,2.0,64.66
2451874.0,7.0,57.94
2452075.0,1.0,70.08
2452493.0,4.0,71.42
2451521.0,2.0,45.85
2451787.0,6.0,16.15
2450963.0,7.0,46.92
2452238.0,7.0,39.22
2451328.0,8.0,5.38
2452267.0,8.0,58.65
2451112.0,4.0,0.0
2452161.0,6.0,9.67
2451326.0,7.0,53.3
2451516.0,2.0,84.21
2451123.0,6.0,1.33
2451832.0,4.0,25.43
2451955.0,6.0,5.57
2452333.0,4.0,16.16
2451772.0,8.0,4.27
2452318.0,6.0,67.52
2452634.0,2.0,21.91
2451829.0,1.0,3.8
2451128.0,5.0,33.81
2450978.0,2.0,13.43
2451376.0,3.0,55.8
2452624.0,8.0,9.39
2452571.0,6.0,64.91
2451254.0,4.0,26.74
2451602.0,1.0,14.16
2451245.0,6.0,14.36
2451306.0,5.0,71.35
2451534.0,3.0,68.52
2451857.0,7.0,115.72
2452188.0,6.0,53.56
2452162.0,,65.89
2452028.0,4.0,72.52
2452247.0,4.0,5.28
2451583.0,1.0,34.6
2452594.0,4.0,17.2
2452596.0,8.0,7.65
2451798.0,3.0,7.46
2450844.0,5.0,12.24
2452055.0,3.0,110.62
2452612.0,6.0,
2452236.0,2.0,60.68
2451935.0,8.0,76.83
2451247.0,4.0,79.37
2451023.0,6.0,113.65
2452159.0,1.0,41.94
2452439.0,2.0,9.33
2451389.0,8.0,72.33
2451036.0,8.0,120.43
2451893.0,8.0,48.31
2451103.0,2.0,101.28
2450998.0,2.0,1.26
2452165.0,2.0,98.73
2451496.0,1.0,5.44
,5.0,
2452262.0,4.0,102.0
2451533.0,2.0,35.79
2451490.0,8.0,114.46
2451820.0,8.0,22.14
2451654.0,7.0,35.48
2451765.0,8.0,6.0
2452553.0,7.0,15.66
2452217.0,1.0,48.96
2451704.0,8.0,0.26
2452181.0,2.0,63.85
2451829.0,,
2451619.0,6.0,30.49
2452475.0,1.0,8.8
2451087.0,3.0,12.17
2451445.0,2.0,25.63
2451878.0,4.0,26.77
2452497.0,5.0,30.34
2451938.0,7.0,9.63
2452585.0,8.0,32.78
2451699.0,7.0,2.44
2452002.0,,
2451492.0,2.0,20.4
2451083.0,7.0,2.54
2452170.0,2.0,0.0
2452210.0,4.0,61.77
2451436.0,2.0,23.52
2451440.0,5.0,18.87
2452539.0,2.0,14.58
2451061.0,4.0,19.81
2452608.0,2.0,33.12
,3.0,31.18
2452641.0,8.0,21.2
2451156.0,2.0,23.61
2452428.0,5.0,53.14
2452524.0,3.0,70.92
2451518.0,4.0,56.94
2452302.0,2.0,36.67
2452073.0,8.0,7.87
2452150.0,6.0,24.78
2451685.0,3.0,24.79
2451154.0,2.0,14.6
2451125.0,2.0,11.31
2451923.0,8.0,76.93
2451406.0,1.0,80.6
2451090.0,6.0,55.84
2451134.0,3.0,2.84
2451964.0,5.0,12.29
2450851.0,7.0,3.75
2451823.0,3.0,83.23
2452622.0,8.0,11.84
2452527.0,5.0,61.22
2451782.0,3.0,6.71
2452633.0,7.0,68.27
2451168.0,4.0,9.36
2451139.0,4.0,15.2
2452389.0,,36.82
,,
2452254.0,1.0,108.92
2451354.0,3.0,50.25
2452287.0,4.0,129.74
2452631.0,2.0,98.05
2452622.0,2.0,15.14
2452168.0,3.0,40.51
2451819.0,3.0,45.95
2451873.0,7.0,11.34
2451107.0,1.0,43.83
2451762.0,4.0,71.23
2451804.0,7.0,42.14
2452472.0,2.0,4.38
2451796.0,6.0,13.88
2450920.0,3.0,101.75
2452410.0,3.0,85.73
2450937.0,2.0,11.0
2452299.0,4.0,0.79
2452222.0,6.0,26.35
2452553.0,2.0,76.81
2451180.0,3.0,6.95
2450874.0,8.0,59.96
2452150.0,8.0,30.49
2451972.0,8.0,40.6
2452612.0,2.0,7.66
2452143.0,7.0,22.55
2452495.0,8.0,9.85
2451536.0,4.0,40.08
2451765.0,7.0,12.81
2451493.0,,
2451531.0,8.0,24.83
2452116.0,1.0,62.83
2451520.0,3.0,27.28
