ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2452572,56788,266376,1145381,612893,4405,3013164,391,1353,139786028,95,5.06,8.34,4.75,0.00,451.25,480.70,792.30,18.05,0.00,451.25,469.30,-29.45
2452443,50357,291939,10676336,682588,840,965492,877,832,175698160,24,63.52,113.06,98.36,283.27,2360.64,1524.48,2713.44,20.77,283.27,2077.37,2098.14,552.89
2451544,38784,266948,7823864,1059298,1132,607766,322,1470,144168287,31,5.45,9.53,8.00,0.00,248.00,168.95,295.43,0.00,0.00,248.00,248.00,79.05
2451856,69245,14648,4261138,1711048,3805,1086515,982,468,78520663,9,84.91,149.44,138.97,0.00,1250.73,764.19,1344.96,87.55,0.00,1250.73,1338.28,486.54
2452568,44934,163297,9241218,903963,755,3448300,511,110,225907702,73,33.04,40.63,17.06,0.00,1245.38,2411.92,2965.99,37.36,0.00,1245.38,1282.74,-1166.54
2450929,72595,296839,2962883,1486909,2935,3889361,826,1177,195842111,99,96.81,145.21,142.30,0.00,14087.70,9584.19,14375.79,845.26,0.00,14087.70,14932.96,4503.51
2451424,62347,41444,922734,886471,1855,2558392,223,592,201844540,48,9.33,18.56,15.77,0.00,756.96,447.84,890.88,22.70,0.00,756.96,779.66,309.12
2451155,50433,281614,287574,937542,1110,537925,445,758,105813329,97,55.44,108.10,65.94,0.00,6396.18,5377.68,10485.70,0.00,0.00,6396.18,6396.18,1018.50
2451260,63606,286844,8530940,977054,768,2878082,788,1348,24050183,98,87.78,143.95,89.24,8745.52,8745.52,8602.44,14107.10,0.00,8745.52,0.00,0.00,-8602.44
2451129,49748,264340,9119489,1036337,32,3961680,674,868,194806436,78,30.15,47.33,11.83,406.00,922.74,2351.70,3691.74,46.50,406.00,516.74,563.24,-1834.96
,,182125,,,2929,1037550,,,75773745,90,74.04,,,0.00,,6663.60,7462.80,354.46,0.00,7089.30,7443.76,
2450913,49883,94105,11382055,131337,4266,2899148,584,325,126400251,45,34.56,62.89,10.06,131.28,452.70,1555.20,2830.05,3.21,131.28,321.42,324.63,-1233.78
2450816,60212,220814,8815245,1632536,4227,1782318,34,211,63424896,53,2.94,4.76,2.42,0.00,128.26,155.82,252.28,8.97,0.00,128.26,137.23,-27.56
2451515,38579,1351,5335497,1260529,6361,3044193,391,759,138706505,43,7.09,12.40,8.30,0.00,356.90,304.87,533.20,3.56,0.00,356.90,360.46,52.03
2452540,43305,27175,10292421,1221930,239,5429748,961,434,170248472,43,37.09,61.56,41.24,0.00,1773.32,1594.87,2647.08,0.00,0.00,1773.32,1773.32,178.45
2451982,46003,191015,9857222,961215,5208,4147601,715,1325,79308430,11,78.26,139.30,103.08,0.00,1133.88,860.86,1532.30,102.04,0.00,1133.88,1235.92,273.02
2451451,68747,207908,3901737,384707,830,1434200,439,1143,77130580,26,20.78,23.48,13.85,0.00,360.10,540.28,610.48,3.60,0.00,360.10,363.70,-180.18
2452379,66965,16950,5819690,1771321,5705,4057689,805,1100,138063902,68,35.35,68.22,42.97,0.00,2921.96,2403.80,4638.96,175.31,0.00,2921.96,3097.27,518.16
2451881,31333,77089,2451113,1566073,5386,1277146,457,1314,128348093,95,7.85,10.51,1.89,0.00,179.55,745.75,998.45,5.38,0.00,179.55,184.93,-566.20
,,100438,744522,,,2545629,,,224095172,11,,62.68,,0.00,,,689.48,20.68,0.00,689.48,710.16,
2452241,67751,126697,7139410,814534,4858,3563182,943,112,199487823,22,10.92,21.84,6.77,0.00,148.94,240.24,480.48,4.46,0.00,148.94,153.40,-91.30
2451207,47328,216349,476092,809807,3075,3978390,434,148,235850461,86,81.18,100.66,59.38,0.00,5106.68,6981.48,8656.76,408.53,0.00,5106.68,5515.21,-1874.80
2452275,61679,271957,5182537,870570,3850,641483,142,930,15973351,63,31.36,55.82,41.30,0.00,2601.90,1975.68,3516.66,52.03,0.00,2601.90,2653.93,626.22
2451157,48917,215641,3376787,1134457,2080,5798950,847,1316,99197169,21,54.76,59.14,44.94,0.00,943.74,1149.96,1241.94,75.49,0.00,943.74,1019.23,-206.22
2451875,45978,213788,3488739,316248,2157,3079266,898,1081,174298515,75,7.64,7.86,2.20,0.00,165.00,573.00,589.50,9.90,0.00,165.00,174.90,-408.00
2452483,41832,53280,2483228,1292467,2953,2498592,98,1462,238396512,93,76.80,127.48,33.14,0.00,3082.02,7142.40,11855.64,92.46,0.00,3082.02,3174.48,-4060.38
2451830,48945,169439,6018776,1441383,1143,312550,20,102,195321299,16,10.86,19.22,5.95,12.37,95.20,173.76,307.52,0.82,12.37,82.83,83.65,-90.93
2451506,40906,41158,2572292,1631919,6299,4724679,884,1063,12044093,2,36.48,49.97,27.98,0.00,55.96,72.96,99.94,3.91,0.00,55.96,59.87,-17.00
,,273739,,,3657,,,,123251627,49,,,3.71,0.00,181.79,2064.37,,,0.00,181.79,,
2451059,38324,269606,3753429,320323,1970,5025217,880,1297,23001850,37,57.09,90.77,32.67,0.00,1208.79,2112.33,3358.49,96.70,0.00,1208.79,1305.49,-903.54
2451337,67101,27292,5429731,1737905,5632,3016559,511,40,212041703,53,67.88,103.85,90.34,0.00,4788.02,3597.64,5504.05,47.88,0.00,4788.02,4835.90,1190.38
2451145,,147574,7260244,708414,,,,,204487732,79,,,1.42,,112.18,188.02,289.14,7.26,,90.87,,-97.15
2451590,61472,291023,244171,1940,1309,4581478,631,768,221725113,36,77.95,131.73,101.43,0.00,3651.48,2806.20,4742.28,36.51,0.00,3651.48,3687.99,845.28
2450871,42780,50446,,1857678,6405,,,,83931052,71,94.99,188.08,118.49,0.00,8412.79,,13353.68,0.00,0.00,8412.79,8412.79,1668.50
2451120,52901,235178,4354989,1427711,5233,4133955,178,444,74995940,96,74.73,115.83,16.21,1058.18,1556.16,7174.08,11119.68,44.81,1058.18,497.98,542.79,-6676.10
2452274,53619,281495,11404832,1896117,4555,1162593,670,18,55841292,82,37.84,44.27,7.52,0.00,616.64,3102.88,3630.14,30.83,0.00,616.64,647.47,-2486.24
2452587,37623,177961,6401945,767349,306,1260910,91,106,39981534,86,35.34,48.06,44.21,0.00,3802.06,3039.24,4133.16,266.14,0.00,3802.06,4068.20,762.82
2452247,64680,292793,10223351,728227,2350,193273,712,151,61354259,34,29.62,55.68,31.73,0.00,1078.82,1007.08,1893.12,64.72,0.00,1078.82,1143.54,71.74
2452535,75110,132978,4573032,512670,1555,1737193,139,731,233807603,14,42.66,50.76,19.79,0.00,277.06,597.24,710.64,24.93,0.00,277.06,301.99,-320.18
2451167,63661,230798,883704,941788,6719,2502403,877,1480,86414516,24,81.87,97.42,45.78,1021.80,1098.72,1964.88,2338.08,1.53,1021.80,76.92,78.45,-1887.96
2450939,39253,190822,11079503,1850833,5010,2789940,289,904,181054477,65,95.37,136.37,115.91,0.00,7534.15,6199.05,8864.05,0.00,0.00,7534.15,7534.15,1335.10
2450842,43060,6556,7807316,393966,2569,4698019,304,1047,116731722,51,61.87,90.94,76.38,0.00,3895.38,3155.37,4637.94,116.86,0.00,3895.38,4012.24,740.01
2451997,70268,203279,1953282,1276082,129,2496529,338,831,206779294,91,61.32,111.60,75.88,0.00,6905.08,5580.12,10155.60,0.00,0.00,6905.08,6905.08,1324.96
2450901,36936,157514,1666054,132001,4348,3032342,2,98,168325348,10,23.81,40.71,2.44,0.00,24.40,238.10,407.10,1.70,0.00,24.40,26.10,-213.70
2452562,67343,284019,6968227,1028626,5025,1833071,232,6,183567549,86,75.32,109.96,75.87,0.00,6524.82,6477.52,9456.56,521.98,0.00,6524.82,7046.80,47.30
2451610,33738,216155,7549959,835620,4928,5859836,560,479,69287230,45,18.78,34.17,20.50,904.05,922.50,845.10,1537.65,0.92,904.05,18.45,19.37,-826.65
2451170,65298,194536,4115873,1245315,5510,4699305,704,998,203615109,34,25.90,47.13,32.99,0.00,1121.66,880.60,1602.42,22.43,0.00,1121.66,1144.09,241.06
2452461,45190,297945,6469751,1581393,3435,2693477,577,137,85537814,26,49.48,91.53,7.32,0.00,190.32,1286.48,2379.78,1.90,0.00,190.32,192.22,-1096.16
2452502,36959,34321,4579314,1734404,3094,3117384,968,408,181697826,5,94.69,139.19,47.32,0.00,236.60,473.45,695.95,7.09,0.00,236.60,243.69,-236.85
2451463,50238,270740,9682807,1477447,2840,5729033,512,437,55036394,29,99.00,163.35,40.83,935.41,1184.07,2871.00,4737.15,17.40,935.41,248.66,266.06,-2622.34
2451470,36396,291262,547345,1604004,1016,672428,286,538,216955069,57,15.65,30.51,25.62,0.00,1460.34,892.05,1739.07,29.20,0.00,1460.34,1489.54,568.29
2451638,70089,72404,1587821,1833520,6866,3474165,841,337,199046689,1,69.21,104.50,70.01,0.00,70.01,69.21,104.50,0.00,0.00,70.01,70.01,0.80
2451890,53293,35144,8067585,561506,3874,5471395,530,1199,65788757,69,69.84,74.03,25.17,0.00,1736.73,4818.96,5108.07,86.83,0.00,1736.73,1823.56,-3082.23
2452217,35504,131241,5929082,1781829,2576,4825276,865,848,60948135,76,15.24,16.45,3.45,0.00,262.20,1158.24,1250.20,23.59,0.00,262.20,285.79,-896.04
2452638,52164,122703,5338932,947180,5475,2696923,742,1136,90566540,29,31.12,56.01,49.28,0.00,1429.12,902.48,1624.29,42.87,0.00,1429.12,1471.99,526.64
2451754,40380,43718,2136797,110699,154,3057609,562,441,226758044,95,88.38,101.63,54.88,104.27,5213.60,8396.10,9654.85,204.37,104.27,5109.33,5313.70,-3286.77
2452441,66180,229992,3738542,1358467,2392,2266764,307,1481,163017123,86,56.47,64.94,29.87,1695.42,2568.82,4856.42,5584.84,43.67,1695.42,873.40,917.07,-3983.02
2450951,64332,192848,2484831,915595,1559,1731970,164,895,61656277,15,14.95,22.72,22.72,0.00,340.80,224.25,340.80,17.04,0.00,340.80,357.84,116.55
2452198,48473,264209,6156942,373498,1607,2054963,361,1023,86315423,58,84.33,107.94,72.31,0.00,4193.98,4891.14,6260.52,335.51,0.00,4193.98,4529.49,-697.16
2451780,35065,166669,6255233,588891,149,140207,830,766,186651028,84,39.05,56.23,12.37,0.00,1039.08,3280.20,4723.32,0.00,0.00,1039.08,1039.08,-2241.12
2452210,45229,149135,3943031,947519,4007,1808495,296,390,58315706,86,52.92,92.61,5.55,114.55,477.30,4551.12,7964.46,0.00,114.55,362.75,362.75,-4188.37
2452593,68578,261195,11311514,493815,2963,2342064,896,631,191558685,76,28.71,33.01,26.73,0.00,2031.48,2181.96,2508.76,81.25,0.00,2031.48,2112.73,-150.48
2450926,68246,244408,4170319,445268,2264,2299260,277,1032,193783262,29,54.44,106.70,33.07,652.14,959.03,1578.76,3094.30,21.48,652.14,306.89,328.37,-1271.87
2450882,63067,166699,8952606,27523,1193,3790063,829,468,27750358,29,17.24,29.48,8.84,0.00,256.36,499.96,854.92,20.50,0.00,256.36,276.86,-243.60
2452152,39177,208999,7040583,1570382,5428,4912027,524,1088,189264749,78,55.68,89.64,35.85,2292.96,2796.30,4343.04,6991.92,10.06,2292.96,503.34,513.40,-3839.70
2451824,52768,87458,10160261,338045,6229,246413,346,676,197813796,69,23.45,31.65,30.38,0.00,2096.22,1618.05,2183.85,167.69,0.00,2096.22,2263.91,478.17
2451370,41948,163633,4660975,1220443,358,5590226,142,,97354490,71,88.17,132.25,3.96,,,,,,,,,
2452592,49203,196674,725115,1196469,5423,4709577,889,131,87987602,32,39.58,74.01,31.08,0.00,994.56,1266.56,2368.32,0.00,0.00,994.56,994.56,-272.00
2451121,37557,239299,8709001,1169703,3558,3911460,758,151,175213978,17,27.63,40.89,26.98,0.00,458.66,469.71,695.13,0.00,0.00,458.66,458.66,-11.05
2452433,65068,123597,2359554,623670,139,425855,256,1105,96619734,35,62.74,86.58,6.92,0.00,242.20,2195.90,3030.30,19.37,0.00,242.20,261.57,-1953.70
2450999,58165,19820,5653851,1725252,5900,3750901,76,445,150685188,79,1.31,1.63,1.40,39.81,110.60,103.49,128.77,5.66,39.81,70.79,76.45,-32.70
2452428,32846,267648,922516,867640,7164,3508288,763,89,116419997,15,31.85,42.99,41.27,0.00,619.05,477.75,644.85,55.71,0.00,619.05,674.76,141.30
2451903,71881,42847,7327960,165040,3720,5461600,376,1174,179524474,41,91.50,99.73,65.82,0.00,2698.62,3751.50,4088.93,80.95,0.00,2698.62,2779.57,-1052.88
2451537,36587,237980,8746533,942935,6537,3102939,280,758,20464753,56,62.45,68.07,44.24,0.00,2477.44,3497.20,3811.92,74.32,0.00,2477.44,2551.76,-1019.76
2451440,70276,221836,6613756,640654,1152,1824850,110,1279,31777020,72,63.17,108.02,90.73,0.00,6532.56,4548.24,7777.44,130.65,0.00,6532.56,6663.21,1984.32
2451032,54002,197392,7280714,1897058,7002,1974993,608,877,120310088,37,51.06,53.61,14.47,0.00,535.39,1889.22,1983.57,10.70,0.00,535.39,546.09,-1353.83
2452199,52262,84161,1404812,536442,425,1713655,752,682,118825342,21,21.10,21.10,14.77,9.30,310.17,443.10,443.10,15.04,9.30,300.87,315.91,-142.23
2451822,46305,96320,1940376,1889366,2709,1314899,316,19,130324362,18,57.54,98.39,82.64,0.00,1487.52,1035.72,1771.02,14.87,0.00,1487.52,1502.39,451.80
2451136,38755,128752,6089081,1850928,775,562975,908,72,116723396,15,33.16,63.99,23.03,0.00,345.45,497.40,959.85,31.09,0.00,345.45,376.54,-151.95
2452261,46658,292749,9790341,914334,5527,2371920,926,611,63719639,93,52.17,94.94,65.50,0.00,6091.50,4851.81,8829.42,0.00,0.00,6091.50,6091.50,1239.69
2451877,50330,124555,2772369,369728,1840,4833599,14,234,198766752,25,12.98,23.23,10.45,0.00,261.25,324.50,580.75,0.00,0.00,261.25,261.25,-63.25
2451568,65684,133586,6576881,1912828,3622,3849616,457,118,78493289,65,46.67,91.93,3.67,0.00,238.55,3033.55,5975.45,16.69,0.00,238.55,255.24,-2795.00
2452244,46409,108435,6851813,1054692,418,5520897,670,793,164053706,13,80.73,121.09,69.02,0.00,897.26,1049.49,1574.17,35.89,0.00,897.26,933.15,-152.23
2451330,64297,256603,8604816,723451,6086,4283121,439,1012,74458834,7,90.29,180.58,72.23,0.00,505.61,632.03,1264.06,5.05,0.00,505.61,510.66,-126.42
2451146,68751,62288,6668788,300484,2933,5086629,232,1353,117782324,25,93.07,168.45,37.05,0.00,926.25,2326.75,4211.25,55.57,0.00,926.25,981.82,-1400.50
2451508,49698,157082,7125290,1459356,269,1971135,236,1296,133955957,77,97.73,179.82,86.31,0.00,6645.87,7525.21,13846.14,265.83,0.00,6645.87,6911.70,-879.34
2451200,52585,35950,7830468,202771,321,4521424,628,352,22971650,86,31.82,33.09,29.45,0.00,2532.70,2736.52,2845.74,101.30,0.00,2532.70,2634.00,-203.82
2451528,73438,298550,10168865,1313062,812,3313362,421,899,70608675,35,80.29,130.06,75.43,0.00,2640.05,2810.15,4552.10,105.60,0.00,2640.05,2745.65,-170.10
2452633,64714,270288,2352582,148448,3514,4135380,584,643,217174012,8,79.07,84.60,46.53,0.00,372.24,632.56,676.80,22.33,0.00,372.24,394.57,-260.32
2452544,38883,295950,1552925,281099,5626,2598153,136,1456,40310144,64,3.75,6.11,1.58,0.00,101.12,240.00,391.04,4.04,0.00,101.12,105.16,-138.88
2452534,49175,10755,10901322,1175617,1912,4550607,754,1266,184789699,80,61.41,97.02,65.00,0.00,5200.00,4912.80,7761.60,260.00,0.00,5200.00,5460.00,287.20
2452572,64044,222456,7119469,1431767,6465,3426763,992,23,65753384,15,23.21,40.84,40.02,0.00,600.30,348.15,612.60,6.00,0.00,600.30,606.30,252.15
2452271,71125,200327,8230952,1172547,1342,4537337,379,1287,101479796,15,58.16,93.05,2.79,31.80,41.85,872.40,1395.75,0.70,31.80,10.05,10.75,-862.35
2452605,46861,236136,408512,751857,4802,2594994,364,1127,236433752,35,70.12,133.92,101.77,0.00,3561.95,2454.20,4687.20,249.33,0.00,3561.95,3811.28,1107.75
2452045,47288,267367,7584118,289021,3171,4612874,139,1047,141741873,34,76.83,130.61,122.77,0.00,4174.18,2612.22,4440.74,292.19,0.00,4174.18,4466.37,1561.96
2451120,60811,73156,909464,644064,3817,1008817,445,1355,219617420,6,87.22,139.55,100.47,0.00,602.82,523.32,837.30,30.14,0.00,602.82,632.96,79.50
2452249,60636,94249,7866971,1787321,471,4976021,625,942,188241510,38,17.86,25.36,20.28,169.54,770.64,678.68,963.68,6.01,169.54,601.10,607.11,-77.58
,,84602,,1655780,5581,,,1162,111232446,,25.42,32.28,,0.00,2207.80,2414.90,,0.00,0.00,,2207.80,
2452424,52060,279045,742028,1410530,3385,489487,562,828,183041263,69,26.91,47.36,16.57,0.00,1143.33,1856.79,3267.84,68.59,0.00,1143.33,1211.92,-713.46
2452212,48502,178021,1375490,126506,1522,1804538,52,50,167680389,88,21.65,24.89,21.15,0.00,1861.20,1905.20,2190.32,37.22,0.00,1861.20,1898.42,-44.00
2452294,29446,206253,4665229,807341,5806,618671,655,313,200685757,32,59.08,98.66,2.95,0.00,94.40,1890.56,3157.12,3.77,0.00,94.40,98.17,-1796.16
2451036,46010,85202,8959854,1459404,201,4719751,212,770,103007005,58,79.76,102.89,100.83,0.00,5848.14,4626.08,5967.62,116.96,0.00,5848.14,5965.10,1222.06
2451965,39797,68359,1176067,591582,250,2991765,326,15,53821774,2,49.76,56.72,48.21,0.00,96.42,99.52,113.44,3.85,0.00,96.42,100.27,-3.10
2452620,41763,117397,3297379,1014627,2275,759170,698,139,111257007,63,55.19,95.47,41.05,0.00,2586.15,3476.97,6014.61,0.00,0.00,2586.15,2586.15,-890.82
2452240,50640,242537,10231162,1437796,2830,1018617,154,420,68882732,27,16.55,24.82,12.90,0.00,348.30,446.85,670.14,17.41,0.00,348.30,365.71,-98.55
2452627,62490,72600,5662977,771116,4855,1677347,949,417,115207020,73,27.11,34.70,30.18,0.00,2203.14,1979.03,2533.10,176.25,0.00,2203.14,2379.39,224.11
2451160,63520,221434,10543204,1095807,4410,1504566,61,233,82143143,20,93.96,113.69,15.91,114.55,318.20,1879.20,2273.80,14.25,114.55,203.65,217.90,-1675.55
2452248,,239537,3009042,769920,,5228923,979,,140845202,,,,,0.00,,,,17.53,0.00,,,139.44
2451112,63442,265087,8415103,423637,4524,3730211,416,1213,172535226,9,10.59,11.33,3.51,12.95,31.59,95.31,101.97,1.30,12.95,18.64,19.94,-76.67
2451855,51814,32135,7792963,1487133,2456,110226,64,666,157744691,8,93.40,99.93,62.95,5.03,503.60,747.20,799.44,39.88,5.03,498.57,538.45,-248.63
2452509,34195,123219,6142860,20122,3784,3120246,32,1035,221862366,13,26.29,44.43,41.31,0.00,537.03,341.77,577.59,21.48,0.00,537.03,558.51,195.26
2451556,32682,160859,30265,603187,909,3129031,964,1443,30003012,82,45.77,62.24,32.36,0.00,2653.52,3753.14,5103.68,238.81,0.00,2653.52,2892.33,-1099.62
2451737,37199,245377,7897274,1658157,4993,4919476,868,747,205282619,34,32.33,54.31,13.03,0.00,443.02,1099.22,1846.54,4.43,0.00,443.02,447.45,-656.20
,56029,256705,,,2918,4576619,,257,49168376,,25.24,,,0.00,,,2512.56,102.98,0.00,2059.60,2162.58,141.36
,51617,111404,2824650,703449,,,,,106474094,71,,42.24,,,2608.54,1612.41,,104.34,,,,
2451976,32442,81717,995973,1226597,4421,4927492,698,491,145417860,59,36.54,50.79,41.13,1674.40,2426.67,2155.86,2996.61,52.65,1674.40,752.27,804.92,-1403.59
2450891,64585,232660,7010559,1642834,5956,2333431,697,448,181651245,10,80.90,160.18,24.02,19.21,240.20,809.00,1601.80,6.62,19.21,220.99,227.61,-588.01
2451681,64076,214067,8522717,1084632,947,3281709,586,788,51121922,1,39.31,69.18,3.45,0.00,3.45,39.31,69.18,0.13,0.00,3.45,3.58,-35.86
2451446,41354,254947,3290659,1323362,5665,2217568,308,1470,121350486,20,70.49,125.47,18.82,0.00,376.40,1409.80,2509.40,3.76,0.00,376.40,380.16,-1033.40
2451266,37979,263917,576891,785477,3663,5011449,406,802,104439470,84,8.45,9.21,4.78,0.00,401.52,709.80,773.64,8.03,0.00,401.52,409.55,-308.28
2452184,50379,156297,9399292,1069680,2468,176056,730,1072,47546852,67,26.46,52.12,43.25,0.00,2897.75,1772.82,3492.04,86.93,0.00,2897.75,2984.68,1124.93
2451516,52281,298300,8547429,446689,5596,802103,176,676,202654663,39,22.31,29.89,23.61,0.00,920.79,870.09,1165.71,36.83,0.00,920.79,957.62,50.70
2451889,61326,151466,11440331,1681215,1299,165383,950,577,76644532,88,23.30,34.25,29.11,0.00,2561.68,2050.40,3014.00,179.31,0.00,2561.68,2740.99,511.28
2451696,45039,222379,3025788,830356,77,3318598,625,87,77186149,75,31.73,57.74,50.23,3428.19,3767.25,2379.75,4330.50,20.34,3428.19,339.06,359.40,-2040.69
2450960,45170,210638,9327360,1206008,656,5042057,412,885,160180399,34,92.64,183.42,165.07,0.00,5612.38,3149.76,6236.28,168.37,0.00,5612.38,5780.75,2462.62
2452237,31985,197935,4916843,1038912,1334,1359403,544,1404,47624757,61,16.84,27.28,18.27,0.00,1114.47,1027.24,1664.08,89.15,0.00,1114.47,1203.62,87.23
2451180,62827,72368,6648613,967238,263,2765735,55,1497,151275115,98,26.84,36.77,20.95,0.00,2053.10,2630.32,3603.46,61.59,0.00,2053.10,2114.69,-577.22
2451437,37011,166426,11039584,1241243,5302,1161008,620,753,4872232,52,85.96,140.11,53.24,0.00,2768.48,4469.92,7285.72,249.16,0.00,2768.48,3017.64,-1701.44
2451181,37552,84196,11791495,443296,1144,3191345,364,97,34048176,21,86.57,160.15,102.49,0.00,2152.29,1817.97,3363.15,193.70,0.00,2152.29,2345.99,334.32
,,286798,9697221,,3762,,907,,54934731,44,11.57,,17.99,,791.56,509.08,,,,,,282.48
2452603,63998,66120,4416668,508610,4905,5640847,433,84,39014010,9,88.31,150.12,78.06,0.00,702.54,794.79,1351.08,35.12,0.00,702.54,737.66,-92.25
2451783,71044,50947,3072932,784669,5206,5447790,439,15,220742543,29,34.86,41.48,38.99,395.74,1130.71,1010.94,1202.92,14.69,395.74,734.97,749.66,-275.97
2452158,62548,133329,9363046,869907,6368,4412876,973,847,67535623,52,91.16,134.91,87.69,0.00,4559.88,4740.32,7015.32,273.59,0.00,4559.88,4833.47,-180.44
2452190,64360,216195,5628674,885308,6295,536082,884,879,174546506,18,84.31,134.89,25.62,0.00,461.16,1517.58,2428.02,13.83,0.00,461.16,474.99,-1056.42
