T_TRADE_PRICE,T_COMM
26.53,67.92
26.58,51.03
22.48,50.36
29.76,57.14
21.99,15.83
20.73,6.63
27.34,24.06
21.57,27.61
26.06,18.76
25.17,10.07
25.30,20.24
22.51,16.21
28.89,10.40
26.80,9.65
23.49,15.03
23.37,59.83
25.14,9.05
25.29,22.26
25.50,32.64
21.04,30.30
26.70,9.61
27.86,17.83
27.21,39.18
20.74,29.87
28.16,10.14
28.93,41.66
27.45,19.76
23.22,52.01
29.41,18.82
22.55,16.24
22.35,19.67
26.93,11.85
25.06,48.12
29.60,37.89
26.15,29.29
23.09,25.86
22.22,16.00
21.78,8.71
21.42,54.84
25.63,9.23
21.42,41.13
20.90,15.05
20.05,64.16
24.17,21.27
23.72,8.54
23.26,33.49
26.44,38.07
24.78,31.72
29.91,10.77
23.69,15.16
24.89,15.93
23.26,18.61
21.59,19.00
26.77,59.96
24.07,21.18
24.63,47.29
23.32,8.40
20.43,14.71
20.22,29.12
20.61,6.60
22.09,17.67
20.73,33.17
20.77,23.26
21.41,13.70
22.98,25.74
28.95,27.79
24.18,21.28
29.90,57.41
26.33,9.48
29.92,47.87
23.92,53.58
25.16,18.12
22.24,24.91
29.59,37.88
28.95,64.85
23.61,17.00
25.42,18.30
25.73,10.29
23.65,17.03
29.01,18.57
20.27,8.92
23.75,68.40
20.57,8.23
29.82,10.74
28.06,12.35
21.36,30.76
26.13,22.99
28.06,20.20
26.63,8.52
25.48,73.38
25.64,28.72
29.66,9.49
20.52,29.55
20.29,8.93
21.98,19.34
21.80,31.39
20.16,32.26
29.85,13.13
23.16,51.88
28.07,31.44
20.28,14.60
28.03,24.67
23.40,52.42
24.42,54.70
21.59,41.45
24.57,7.86
27.72,9.98
25.20,56.45
21.40,17.12
24.37,8.77
20.42,39.21
26.93,19.39
22.42,8.07
26.00,12.48
23.70,30.34
26.12,75.23
24.64,15.77
20.65,52.86
26.23,18.89
25.68,22.60
29.55,10.64
29.33,18.77
29.07,20.93
29.68,47.49
26.10,33.41
29.27,65.56
27.24,13.08
28.73,10.34
23.44,8.44
25.72,20.58
25.01,32.01
25.75,8.24
21.79,6.97
25.14,32.18
26.08,75.11
20.70,6.62
25.10,18.07
24.76,15.85
22.41,7.17
21.60,62.21
20.30,12.99
22.33,64.31
22.12,49.55
25.82,18.59
21.00,7.56
23.18,18.54
24.97,31.96
25.37,18.27
21.18,27.11
25.76,57.70
26.27,42.03
20.53,26.28
26.93,68.94
23.89,53.51
24.48,17.63
29.21,9.35
26.26,18.91
28.93,9.26
25.18,40.29
28.46,25.04
23.27,29.79
23.39,67.36
21.36,47.85
20.90,8.36
28.86,41.56
25.54,57.21
26.46,38.10
24.11,34.72
23.69,26.53
20.51,6.56
29.45,21.20
20.91,23.42
26.50,33.92
21.54,41.36
20.94,15.08
22.64,18.11
27.19,60.91
21.65,41.57
28.33,72.52
29.78,38.12
22.04,49.37
25.51,40.82
28.50,31.92
26.74,34.23
20.97,40.26
25.72,16.46
21.22,33.95
26.10,18.79
25.44,56.99
28.37,31.77
25.75,37.08
24.72,31.64
21.25,7.65
22.92,29.34
25.29,18.21
27.40,19.73
28.80,10.37
26.09,16.70
21.51,15.49
25.48,48.92
21.27,7.66
21.97,7.03
26.79,60.01
21.65,7.79
24.55,7.86
29.18,32.68
29.58,75.72
21.60,15.55
25.06,16.04
20.89,15.04
24.88,55.73
26.16,16.74
25.98,8.31
26.36,67.48
22.90,29.31
29.52,66.12
25.80,49.54
22.20,19.54
27.48,9.89
26.99,60.46
23.10,7.39
22.74,18.19
20.82,33.31
29.18,65.36
21.41,18.84
25.01,56.02
27.66,19.92
23.48,52.60
29.63,66.37
21.82,19.20
22.97,36.75
20.84,46.68
26.57,29.76
25.87,57.95
23.28,67.05
25.81,11.36
20.30,7.31
27.79,24.46
28.48,82.02
21.36,9.40
23.18,29.67
26.91,19.38
27.36,43.78
22.27,16.03
22.47,16.18
24.44,54.75
26.12,9.40
23.96,17.25
27.24,61.02
20.94,30.15
26.13,33.45
24.42,62.52
22.69,36.30
28.66,20.64
28.60,73.22
25.91,49.75
28.78,20.72
24.49,8.82
28.06,11.22
27.98,10.07
22.48,17.98
25.52,20.42
27.50,19.80
23.15,8.33
20.09,8.04
28.94,64.83
29.64,21.34
26.96,34.51
25.48,28.54
26.72,34.20
25.61,32.78
25.28,18.20
26.47,9.53
23.70,53.09
21.93,28.07
21.62,27.67
25.89,10.36
27.78,20.00
26.62,19.17
24.98,21.98
27.16,52.15
22.47,28.76
23.27,37.23
24.57,17.69
23.57,26.40
27.31,52.44
25.99,58.22
26.41,84.51
23.44,9.38
27.61,22.09
28.27,11.31
28.94,10.42
23.45,26.26
23.24,59.49
21.22,27.16
26.87,30.09
25.00,18.00
27.33,19.68
21.50,55.04
20.77,14.95
25.31,8.10
20.05,6.42
29.59,66.28
20.44,22.89
23.54,16.95
20.17,8.87
27.02,43.23
27.51,30.81
20.99,6.72
28.16,18.02
29.73,13.08
24.12,17.37
24.35,9.74
29.24,84.21
27.58,35.30
26.00,37.44
23.28,8.38
28.45,63.73
23.87,8.59
21.31,27.28
23.35,67.25
25.38,64.97
22.71,65.40
24.67,71.05
21.34,61.46
27.71,44.34
25.68,28.76
27.53,30.83
22.73,9.09
29.63,75.85
28.82,32.28
21.46,27.47
22.30,7.14
20.18,22.60
24.89,17.92
20.50,39.36
23.10,14.78
21.57,18.98
22.66,7.25
24.69,31.60
21.29,34.06
25.90,37.30
26.23,41.97
25.86,57.93
24.29,38.86
27.27,17.45
28.73,64.36
22.29,9.81
22.88,51.25
26.48,33.89
26.02,18.73
26.13,18.81
27.60,30.91
20.52,39.40
29.50,37.76
21.61,19.02
21.69,6.94
25.69,9.25
22.21,31.98
23.97,38.35
20.82,6.66
26.97,17.26
27.64,9.95
20.62,39.59
24.27,27.18
21.33,7.68
24.01,69.15
25.83,37.20
24.70,47.42
29.59,10.65
22.72,8.18
26.80,51.46
21.58,9.50
25.78,9.28
26.00,9.36
23.19,29.68
25.48,8.15
28.21,90.27
21.15,20.30
22.49,28.79
24.74,55.42
25.63,20.50
28.97,37.08
29.53,66.15
21.44,27.44
22.61,16.28
20.97,46.97
26.10,18.79
22.49,7.20
27.54,61.69
26.61,21.29
27.08,51.99
21.83,8.73
21.25,23.80
25.53,11.23
20.17,25.82
21.45,34.32
28.12,9.00
27.83,44.53
20.06,25.68
24.42,7.81
23.55,9.42
26.48,9.53
24.75,9.90
29.69,10.69
20.03,8.81
23.24,7.44
21.84,7.86
22.05,28.22
28.33,10.20
23.45,15.01
28.73,10.34
29.59,37.88
26.54,38.22
25.97,8.31
24.57,62.90
20.77,29.91
25.87,18.63
25.58,9.21
28.85,10.39
20.82,13.32
27.41,19.74
29.18,10.50
25.83,22.73
20.45,14.72
29.33,56.31
28.19,20.30
22.72,25.45
20.61,26.38
26.98,10.79
27.49,30.79
23.05,8.30
27.50,44.00
25.78,57.75
20.79,36.59
25.94,22.83
23.65,17.03
28.56,11.42
27.47,9.89
29.00,25.52
22.28,14.26
22.51,28.81
26.19,16.76
25.49,9.18
23.18,16.69
28.51,54.74
26.63,17.04
25.89,18.64
27.46,24.16
26.25,11.55
22.96,14.69
25.38,20.30
24.22,8.72
20.59,7.41
22.17,14.19
23.55,8.48
24.65,17.75
28.47,20.50
22.34,28.60
20.07,25.69
27.72,62.09
21.09,7.59
25.93,9.33
28.67,20.64
26.00,16.64
21.04,9.26
22.16,42.55
20.29,7.30
26.96,9.71
20.93,15.07
25.72,22.63
28.30,9.06
28.98,41.73
29.54,21.27
21.38,47.89
26.26,50.42
24.42,39.07
24.10,53.98
28.63,18.32
27.48,61.56
21.02,9.25
20.80,26.62
24.76,17.83
23.69,15.16
20.83,6.67
28.67,20.64
27.85,35.65
23.67,68.17
24.53,8.83
25.18,9.06
21.17,7.62
21.40,18.83
23.99,8.64
23.38,59.85
25.70,9.25
21.53,7.75
27.41,21.93
25.18,72.52
21.56,41.40
27.73,39.93
22.20,24.86
22.70,16.34
24.34,54.52
25.03,56.07
20.89,23.40
29.38,21.15
24.10,17.35
26.23,58.76
24.84,9.94
28.25,22.60
20.88,40.09
20.16,38.71
21.96,49.19
25.55,36.79
23.77,26.62
22.15,49.62
28.45,18.21
22.09,15.90
23.01,9.20
29.16,21.00
20.98,15.11
21.74,9.57
24.56,78.59
23.01,8.28
23.70,17.06
29.59,75.75
22.64,19.92
22.74,8.19
22.00,31.68
21.13,23.67
25.09,16.06
23.70,15.17
20.24,25.91
26.85,30.07
26.24,33.59
29.48,37.73
20.76,14.95
22.65,50.74
28.48,9.11
25.19,32.24
26.01,29.13
24.41,31.24
21.44,8.58
22.09,49.48
25.47,48.90
22.58,28.90
25.56,16.36
22.54,9.02
21.83,62.87
23.22,26.01
23.63,20.79
27.40,35.07
20.47,22.93
28.87,73.91
21.05,15.16
23.15,8.33
25.59,18.42
22.98,9.19
22.35,16.09
27.08,51.99
23.72,8.54
29.03,46.45
29.71,57.04
25.67,36.96
25.16,20.13
21.37,27.35
24.99,17.99
25.05,18.04
23.60,9.44
27.95,31.30
29.35,46.96
29.89,57.39
24.66,47.35
22.63,32.59
22.46,43.12
21.30,27.26
29.10,55.87
20.82,39.97
28.70,9.18
29.41,65.88
22.97,51.45
21.79,15.69
28.40,45.44
24.15,15.46
20.88,9.19
23.37,8.41
28.68,20.65
20.20,38.78
24.52,8.83
22.03,49.35
24.79,21.82
24.91,10.96
21.53,15.50
20.68,52.94
24.62,27.57
20.27,8.11
26.51,42.42
26.75,25.68
27.77,10.00
24.76,55.46
20.52,7.39
26.21,9.44
24.72,47.46
28.33,90.66
23.44,26.25
26.32,58.96
26.03,8.33
22.64,50.71
29.03,23.22
29.80,76.29
27.47,30.77
26.06,50.04
27.38,21.90
24.16,34.79
26.50,76.32
23.41,44.95
27.02,23.78
29.28,56.22
20.48,9.83
20.47,22.93
23.96,46.00
26.49,42.38
21.21,27.15
25.63,49.21
20.92,7.53
27.77,48.88
25.46,20.37
20.37,13.04
23.77,30.43
24.57,55.04
24.89,31.86
26.92,34.46
24.15,38.64
22.06,28.24
22.98,7.35
21.32,15.35
28.86,64.65
22.55,28.86
26.06,58.37
28.50,11.40
20.28,22.71
21.72,6.95
24.41,54.68
21.38,41.05
29.52,10.63
20.92,40.17
25.51,24.49
28.77,10.36
27.97,35.80
20.16,25.80
20.57,7.41
28.48,18.23
20.44,29.43
26.87,9.67
24.14,10.62
27.14,78.16
26.26,67.23
22.32,28.57
27.18,52.19
21.70,31.25
27.70,35.46
23.86,45.81
21.32,20.47
24.40,46.85
25.81,10.32
23.58,52.82
22.64,14.49
28.81,64.53
23.86,30.54
21.96,28.11
28.39,20.44
20.00,8.80
22.42,64.57
20.98,23.50
25.75,16.48
20.20,9.70
27.69,39.87
23.42,33.72
21.85,17.48
26.52,19.09
27.29,61.13
20.08,44.98
28.71,36.75
24.48,54.84
27.65,44.24
26.82,11.80
26.26,9.45
26.03,49.98
26.26,46.22
23.29,7.45
24.95,63.87
24.96,17.97
29.68,52.24
22.48,28.77
27.96,62.63
28.03,10.09
24.53,8.83
20.06,7.22
21.13,9.30
25.59,57.32
23.42,29.98
29.73,76.11
22.97,16.54
22.09,7.95
24.60,9.84
20.94,30.15
21.82,27.93
22.05,8.82
21.44,48.03
27.71,19.95
27.92,35.74
20.72,6.63
29.52,37.79
21.52,15.49
26.01,18.73
22.86,51.21
24.73,8.90
20.05,12.83
24.47,31.32
28.13,36.01
22.44,28.72
28.35,45.36
27.31,30.59
22.14,28.34
21.81,27.92
20.77,7.48
28.99,41.75
26.86,60.17
25.70,18.50
29.64,10.67
28.34,12.47
28.84,41.53
23.16,51.88
21.36,15.38
23.88,30.57
29.49,18.87
29.49,21.23
20.57,14.81
29.86,38.22
26.95,9.70
24.89,71.68
23.73,9.49
25.84,33.08
29.43,65.92
23.08,44.31
24.16,30.92
25.99,10.40
22.69,43.56
25.58,16.37
22.06,15.88
24.85,17.89
27.99,71.65
21.06,53.91
29.79,66.73
22.47,16.18
22.40,50.18
22.60,50.62
23.88,15.28
22.98,44.12
22.71,8.18
24.48,7.83
21.87,31.49
28.81,82.97
21.25,27.20
25.32,72.92
22.66,29.00
24.34,35.05
24.73,15.83
27.38,9.86
28.48,18.23
20.86,9.18
21.53,48.23
22.43,50.24
23.43,29.99
21.54,41.36
28.75,82.80
23.50,26.32
23.67,37.87
21.44,48.03
25.87,28.97
26.34,8.43
21.73,15.65
22.83,7.31
21.42,23.99
28.02,40.35
28.98,12.75
23.14,20.36
20.88,60.13
27.03,9.73
20.49,26.23
20.21,38.80
25.60,18.43
22.25,64.08
29.06,20.92
26.73,34.21
26.12,20.90
27.77,13.33
22.08,14.13
21.16,13.54
22.29,28.53
20.12,32.19
27.73,35.49
26.01,41.62
22.91,43.99
23.74,7.60
28.22,12.42
28.31,36.24
24.09,17.34
20.87,13.36
23.40,8.42
24.18,21.28
20.61,52.76
26.84,9.66
21.08,18.55
23.48,7.51
28.15,54.05
21.43,15.43
27.44,52.68
28.44,54.60
28.84,36.92
28.72,82.71
20.08,17.67
25.35,48.67
24.21,61.98
27.51,70.43
27.81,40.05
20.71,29.82
22.98,66.18
29.44,42.39
24.89,8.96
25.96,22.84
22.24,16.01
29.42,25.89
25.23,48.44
26.87,60.19
25.44,20.35
24.92,63.80
20.01,7.20
29.43,21.19
28.38,31.79
22.58,43.35
28.28,36.20
24.92,39.87
25.20,28.22
24.87,35.81
25.61,81.95
24.29,54.41
24.98,19.98
29.71,10.70
25.64,18.46
22.44,32.31
27.28,9.82
22.08,15.90
26.57,34.01
28.79,46.06
24.48,17.63
26.65,51.17
24.65,8.87
20.49,14.75
27.22,8.71
23.26,29.77
27.43,19.75
26.69,17.08
26.05,8.34
24.23,46.52
28.63,64.13
27.84,80.18
20.50,7.38
23.83,8.58
20.86,23.36
21.92,9.64
29.68,33.24
25.61,32.78
24.37,27.29
29.90,66.98
26.16,20.93
24.03,17.30
23.06,66.41
21.11,47.29
24.84,47.69
21.69,10.41
26.57,59.52
21.50,48.16
28.67,20.64
25.75,49.44
22.72,50.89
20.58,14.82
25.72,9.26
23.13,29.61
26.56,76.49
23.21,8.36
28.23,63.24
25.76,32.97
20.39,29.36
29.52,9.45
25.38,56.85
21.00,47.04
29.41,11.76
21.32,7.68
25.75,41.20
24.67,17.76
24.44,39.10
23.38,44.89
24.04,46.16
22.36,8.05
29.86,13.14
29.95,57.50
24.15,30.91
27.48,13.19
22.17,28.38
20.91,30.11
20.84,26.68
22.62,7.24
22.02,14.09
22.00,9.68
23.25,14.88
23.91,30.60
23.92,7.65
23.88,7.64
23.20,22.27
23.12,16.65
22.39,28.66
21.32,23.88
29.27,10.54
23.41,8.43
29.22,65.45
25.63,9.23
23.16,16.68
29.47,42.44
24.31,15.56
27.17,21.74
20.39,17.94
25.32,24.31
23.72,18.98
20.22,6.47
29.26,25.75
28.35,9.07
28.52,22.82
28.47,36.44
27.68,35.43
24.45,62.59
29.82,66.80
25.99,11.44
22.16,56.73
20.85,7.51
28.63,20.61
20.72,23.21
26.79,38.58
21.66,20.79
24.36,77.95
20.16,38.71
24.22,17.44
24.76,19.81
25.76,9.27
27.39,61.35
26.65,68.22
29.76,19.05
29.47,10.61
26.84,19.32
29.84,42.97
28.56,13.71
24.43,8.79
21.85,13.98
22.49,14.39
20.99,47.02
28.71,20.67
21.71,8.68
26.52,59.40
22.66,16.32
28.63,41.23
20.78,14.96
29.58,9.47
26.40,19.01
29.02,10.45
22.28,42.78
27.68,9.96
24.04,38.46
22.63,16.29
24.72,8.90
26.72,9.62
26.11,66.84
20.49,22.95
27.99,80.61
21.92,24.55
29.61,75.80
20.50,26.24
24.01,8.64
20.26,58.35
26.22,23.07
23.87,19.10
22.52,9.91
27.14,52.11
28.27,10.18
24.36,35.08
29.97,57.54
20.33,26.02
22.46,14.37
20.07,6.42
27.21,10.88
24.74,8.91
23.19,8.35
21.18,27.11
21.93,24.56
24.84,17.88
25.57,12.27
27.72,17.74
25.85,9.31
22.47,64.71
23.34,29.88
21.76,48.74
23.24,7.44
22.06,42.36
28.63,82.45
24.11,8.68
20.20,32.32
25.66,32.84
24.75,55.44
24.92,31.90
22.49,9.90
26.36,21.09
21.50,61.92
26.36,16.87
21.44,54.89
23.36,8.41
21.86,15.74
21.26,27.21
20.96,23.48
28.63,22.90
24.64,31.54
22.50,25.20
25.60,32.77
21.85,15.73
29.05,11.62
25.10,18.07
29.65,66.42
26.12,18.81
20.40,16.32
29.20,65.41
26.69,9.61
25.55,32.70
21.10,15.19
21.12,7.60
22.53,8.11
20.07,7.23
22.73,65.46
29.26,56.18
20.58,46.10
29.16,9.33
26.89,17.21
27.48,70.35
26.16,23.02
20.58,29.64
22.45,14.37
26.54,19.11
27.23,19.61
28.48,11.39
22.46,8.09
23.41,8.43
20.16,32.26
27.36,70.04
28.67,10.32
26.54,67.94
23.97,46.02
20.54,14.79
24.12,7.72
24.48,39.17
24.93,55.84
27.93,24.58
24.29,21.38
20.84,60.02
29.66,10.68
21.55,48.27
21.52,27.55
28.75,10.35
22.21,10.66
22.14,28.34
23.88,53.49
25.01,32.01
29.43,65.92
22.63,25.35
24.62,63.03
22.81,29.20
21.47,7.73
20.02,7.21
28.92,64.78
23.92,30.62
23.89,10.51
20.42,45.74
21.41,47.96
20.93,26.79
28.50,36.48
25.64,28.72
24.43,39.09
29.92,19.15
28.39,54.51
27.83,80.15
20.77,23.26
24.69,31.60
26.51,76.35
23.01,29.45
27.09,30.34
23.50,45.12
30.00,10.80
23.52,16.93
20.40,6.53
26.47,8.47
23.64,45.39
27.59,61.80
20.27,22.70
26.30,12.62
23.28,16.76
24.38,54.61
26.12,58.51
25.52,16.33
22.54,18.03
29.54,13.00
29.42,84.73
21.70,62.50
23.05,7.38
23.97,17.26
28.05,20.20
27.67,70.84
23.83,9.53
20.25,7.29
21.24,54.37
28.99,83.49
27.48,9.89
22.61,18.09
20.84,8.34
26.20,9.43
26.45,8.46
26.73,34.21
26.49,33.91
27.43,30.72
23.62,7.56
25.52,16.33
26.27,21.02
26.25,58.80
27.93,62.56
24.57,8.85
27.19,60.91
26.19,37.71
24.17,27.07
29.08,18.61
28.49,31.91
26.73,29.94
23.12,66.59
22.28,49.91
25.46,18.33
25.08,11.04
24.78,31.72
22.49,25.19
25.58,9.21
21.24,27.19
25.56,49.08
22.37,17.90
28.52,54.76
24.51,31.37
20.72,7.46
23.29,52.17
27.28,24.01
27.71,53.20
23.96,8.63
21.35,13.66
28.54,82.20
25.31,64.79
29.33,10.56
21.09,15.18
27.29,61.13
22.46,7.19
26.10,33.41
25.19,18.14
26.79,34.29
20.85,9.17
23.05,20.28
26.40,50.69
23.33,33.60
21.12,47.31
22.06,7.06
25.38,28.43
28.65,64.18
22.79,8.20
25.26,64.67
23.10,7.39
24.12,27.01
20.37,45.63
25.44,32.56
21.45,48.05
26.92,9.69
25.12,8.04
20.40,13.06
28.59,54.89
23.65,9.46
26.08,50.07
20.85,23.35
20.01,14.41
20.44,7.36
21.80,27.90
24.74,55.42
23.78,8.56
22.99,14.71
21.09,40.49
20.52,7.39
22.71,16.35
20.93,6.70
25.12,64.31
29.89,47.82
23.36,44.85
25.61,73.76
21.79,48.81
27.40,61.38
24.36,9.74
28.38,10.22
26.33,11.59
23.12,33.29
27.31,61.17
29.48,37.73
23.53,8.47
28.58,36.58
20.40,7.34
24.72,35.60
26.51,33.93
24.36,31.18
29.26,65.54
20.29,58.44
26.95,34.50
28.34,10.20
21.41,6.85
21.07,23.60
21.64,7.79
21.89,7.88
26.52,42.43
24.78,55.51
21.56,41.40
25.47,57.05
25.36,28.40
26.56,51.00
24.18,8.70
27.39,70.12
21.33,47.78
20.88,15.03
29.47,21.22
25.51,28.57
28.03,22.42
21.66,7.80
23.26,66.99
20.39,14.68
29.77,38.11
24.10,46.27
28.35,54.43
24.35,46.75
22.15,42.53
28.84,55.37
25.78,28.87
28.31,20.38
25.55,57.23
28.89,13.87
21.43,48.00
26.85,19.33
23.20,44.54
28.33,40.80
21.50,8.60
22.15,42.53
27.47,19.78
28.21,63.19
23.41,44.95
24.19,10.64
26.63,59.65
25.82,9.30
20.18,51.66
26.24,58.78
26.83,30.05
21.97,7.91
20.47,7.37
27.33,78.71
27.56,12.13
26.64,11.72
29.48,42.45
20.67,26.46
20.85,46.70
27.83,10.02
29.39,56.43
20.05,57.74
26.10,9.40
26.21,18.87
26.16,41.86
21.60,48.38
28.73,36.77
22.05,7.06
27.89,35.70
23.70,8.53
22.57,50.56
22.77,8.20
24.49,9.80
23.58,45.27
25.50,18.36
25.73,65.87
25.17,18.12
27.43,21.94
24.61,15.75
22.33,19.65
28.36,11.34
29.04,10.45
20.34,22.78
23.20,44.54
28.96,9.27
26.00,8.32
22.67,29.02
24.43,27.36
25.77,20.62
22.29,16.05
22.33,16.08
27.35,24.07
29.91,43.07
26.88,38.71
23.55,41.45
20.33,26.02
20.85,46.70
22.39,8.06
20.04,17.64
22.67,16.32
22.21,49.75
29.32,37.53
22.40,57.34
20.67,14.88
25.24,72.69
25.69,49.32
20.04,7.21
28.58,20.58
25.47,57.05
28.99,32.47
29.21,18.69
22.95,14.69
28.02,40.35
20.72,26.52
29.74,11.90
29.43,12.95
22.42,7.17
25.78,28.87
22.11,7.96
25.67,20.54
23.17,16.68
27.94,40.23
21.49,61.89
24.34,7.79
24.18,27.08
22.53,36.05
30.00,86.40
22.42,50.22
22.20,56.83
27.44,61.47
26.19,29.33
28.77,64.44
24.28,17.48
22.25,7.12
24.95,19.96
20.21,6.47
20.68,14.89
21.46,41.20
25.79,16.51
22.33,28.58
20.61,9.07
22.59,32.53
28.19,63.15
28.25,45.20
26.43,19.03
24.91,55.80
21.12,8.45
27.75,31.08
20.04,38.48
29.25,37.44
26.80,19.30
22.56,8.12
24.34,7.79
27.34,30.62
22.58,8.13
28.57,25.14
21.80,19.18
26.22,50.34
24.48,39.17
20.05,14.44
24.05,17.32
25.99,74.85
25.05,8.02
29.18,32.68
24.52,31.39
20.53,7.39
27.89,10.04
25.65,65.66
25.01,9.00
22.09,42.41
24.20,15.49
21.84,24.46
21.07,15.17
23.36,7.48
29.19,32.69
29.75,10.71
21.54,13.79
24.52,27.46
23.63,26.47
20.24,16.19
24.61,31.50
24.69,11.85
23.53,60.24
20.48,22.94
21.69,48.59
23.65,9.46
24.82,31.77
