ss_list_price,ss_wholesale_cost
41.42,32.36
70.12,64.93
119.85,91.49
81.04,46.05
115.06,66.90
34.72,19.84
71.79,66.48
58.40,41.13
56.42,46.63
23.90,12.58
108.24,65.60
114.24,63.12
46.75,44.53
96.79,79.34
162.55,99.12
12.90,11.42
96.49,50.52
29.73,15.25
17.65,12.01
46.83,36.59
96.75,66.27
50.74,44.51
50.24,46.52
74.32,50.91
46.59,26.78
140.81,84.83
118.83,72.02
137.63,94.92
91.74,70.57
147.31,89.28
106.65,57.34
55.25,52.13
85.94,74.09
21.01,13.56
69.24,50.18
159.19,86.52
37.19,36.83
112.51,84.60
51.45,46.78
106.56,63.81
133.77,80.59
119.72,98.95
26.23,19.58
5.22,3.31
140.47,72.41
99.88,76.25
113.14,78.03
6.93,3.52
143.27,78.72
102.97,57.21
10.53,10.33
34.54,23.66
69.06,59.03
98.89,64.22
80.63,46.61
78.95,54.08
158.22,99.51
23.15,21.64
59.11,47.29
86.51,56.92
6.39,4.92
18.92,9.56
42.35,22.65
34.82,19.90
108.20,56.65
121.96,85.29
76.89,63.03
91.18,58.45
25.57,21.14
196.40,99.70
172.30,92.14
82.32,56.00
85.63,76.46
105.30,68.83
169.01,96.03
52.42,49.93
48.62,34.24
78.96,59.82
16.71,10.32
118.93,80.91
59.42,58.26
74.52,37.83
114.39,60.85
4.34,4.26
3.16,1.63
2.45,1.66
29.91,17.19
123.01,77.86
102.58,74.34
15.34,13.70
2.70,1.88
88.99,84.76
112.46,74.48
162.42,81.62
26.63,25.37
9.52,9.16
70.71,57.49
166.77,95.30
124.89,75.24
107.67,83.47
145.81,99.87
110.72,71.90
57.14,49.26
66.31,34.54
14.68,9.99
33.83,18.59
95.75,78.49
26.44,24.26
141.41,83.68
87.01,71.91
135.49,74.86
123.72,71.52
166.47,93.00
70.54,38.76
72.50,51.06
69.19,36.04
23.44,17.76
166.08,83.88
66.93,66.27
6.84,4.79
87.12,66.00
57.60,29.54
31.80,25.86
20.03,13.54
103.68,82.29
73.06,59.40
40.25,28.15
10.83,10.22
88.23,49.57
33.48,25.56
61.72,31.98
40.14,34.02
121.03,69.16
177.39,90.05
148.34,88.30
99.16,78.08
116.05,73.92
140.72,77.32
119.62,78.70
33.76,29.88
40.87,22.71
71.62,68.21
48.63,26.15
116.64,91.13
110.91,67.22
32.78,29.54
10.63,8.79
52.40,32.75
93.86,80.23
103.75,56.39
94.02,49.23
97.88,80.23
64.06,45.76
83.01,63.86
31.44,28.08
123.14,61.57
67.40,42.39
28.87,18.39
36.78,27.45
101.60,97.70
48.95,44.50
57.59,51.42
104.81,68.96
20.55,18.86
17.09,9.24
82.38,63.37
99.84,60.15
57.40,29.59
102.65,84.84
118.18,86.90
47.00,26.86
119.23,93.15
95.85,68.96
90.49,63.28
146.38,86.11
78.41,67.02
136.29,91.47
150.87,78.58
66.21,34.85
112.49,63.20
19.50,13.36
85.36,72.34
127.86,87.58
142.97,99.29
56.33,44.71
100.11,84.13
7.34,4.22
83.75,50.76
78.33,78.33
13.65,10.67
71.32,69.93
31.94,17.65
102.09,59.36
74.33,51.62
22.76,13.39
52.07,41.66
91.67,67.41
117.82,66.57
31.60,19.04
159.62,97.33
92.87,48.12
154.56,92.00
164.55,94.03
68.45,53.48
94.19,84.10
8.65,4.44
162.16,85.35
120.21,79.09
82.75,47.02
89.81,45.59
100.16,84.17
144.88,87.81
119.57,94.15
59.82,43.99
17.35,9.28
82.12,45.88
108.08,67.98
54.36,44.56
20.28,19.69
90.14,47.95
5.96,5.28
120.14,63.57
38.29,24.39
88.13,52.15
84.92,73.21
121.61,66.82
63.06,50.45
44.58,31.62
128.25,97.16
39.12,25.24
125.47,98.03
50.46,39.12
37.91,34.16
62.80,34.89
42.33,24.47
116.91,61.21
53.03,38.43
31.03,25.65
130.35,84.10
81.24,46.16
109.55,70.68
171.64,87.13
102.89,54.44
68.57,47.62
20.41,16.20
101.96,83.58
53.94,37.20
27.88,20.81
56.51,39.52
107.64,81.55
11.50,9.51
132.02,97.08
159.86,80.74
20.21,16.99
117.35,61.44
34.37,30.15
119.01,93.71
68.58,50.06
10.22,5.59
56.49,47.88
123.87,99.10
137.76,91.84
33.11,19.03
79.95,63.46
41.91,27.22
136.86,75.20
53.32,41.02
79.69,50.76
92.26,81.65
67.12,57.87
72.64,45.98
92.81,79.33
117.32,72.42
15.34,13.46
174.72,89.60
23.04,15.36
19.56,9.78
19.99,13.24
12.00,7.06
119.61,82.49
44.93,26.59
73.37,43.42
17.96,11.44
112.01,83.59
64.91,58.48
30.43,21.28
77.18,39.38
35.70,22.18
101.65,54.95
43.29,22.20
60.04,34.31
119.93,98.31
9.48,6.59
83.50,41.96
18.43,13.17
76.78,41.28
114.41,99.49
68.85,38.90
11.75,7.08
5.41,3.30
137.00,81.07
61.38,57.91
150.46,95.23
149.23,93.27
34.00,20.61
80.75,72.10
152.44,88.12
66.73,37.49
151.25,77.17
89.56,47.14
71.28,38.74
119.21,75.45
37.96,29.20
28.72,19.95
45.24,27.09
129.42,89.88
187.17,96.48
82.81,59.15
108.48,91.94
53.05,28.99
124.25,87.50
12.83,8.50
134.40,79.06
12.45,8.25
59.31,53.44
30.36,22.66
109.82,56.61
22.84,11.54
109.69,77.25
25.04,13.76
27.45,27.18
98.23,72.77
96.24,57.63
109.55,79.39
16.19,9.64
150.62,90.74
8.70,6.26
17.60,15.58
85.75,54.97
148.61,87.94
141.96,84.50
98.52,75.79
31.18,31.18
17.64,16.04
7.25,4.37
132.96,93.64
97.27,90.07
15.12,14.00
56.23,40.17
58.70,45.86
14.65,10.18
85.56,78.50
146.70,99.80
111.78,96.37
80.96,49.98
68.13,37.85
25.32,23.45
77.07,52.43
160.16,85.65
135.67,93.57
108.63,80.47
63.44,37.54
93.16,69.01
189.65,97.26
39.57,20.09
26.51,13.88
59.55,34.03
2.56,1.78
157.15,90.32
16.74,11.55
64.34,34.78
32.48,17.75
24.51,14.17
97.00,53.01
60.83,32.53
68.69,47.05
18.83,13.65
58.01,55.25
18.90,12.69
32.36,22.79
163.39,82.94
100.35,71.68
65.12,40.96
115.04,57.81
81.99,51.57
34.27,18.43
76.97,51.66
41.93,41.52
129.08,75.05
150.29,95.73
9.53,9.35
75.03,68.21
149.78,97.90
90.54,84.62
5.07,4.88
143.67,86.55
177.83,94.09
110.07,63.26
64.37,46.99
88.15,61.22
52.22,42.46
82.56,62.08
32.19,23.67
73.29,43.63
63.16,34.90
125.36,86.46
31.27,17.87
83.89,68.77
13.87,7.38
117.62,62.90
24.18,12.53
26.73,18.83
50.06,37.36
140.85,85.89
83.39,77.94
180.33,90.62
62.85,41.90
3.53,3.47
26.32,24.15
14.99,9.09
29.29,15.75
54.49,32.63
70.70,35.53
86.13,67.29
89.64,60.98
29.70,20.92
88.43,52.02
95.77,55.36
143.66,92.69
98.95,51.27
2.17,2.01
97.21,83.09
121.84,91.61
146.24,76.57
114.30,90.72
118.61,94.89
73.34,59.15
59.45,59.45
18.88,10.32
3.78,3.29
5.59,2.96
69.20,47.73
179.39,91.53
93.44,75.97
3.03,1.96
28.10,17.14
26.67,14.82
33.10,25.27
129.65,66.83
6.23,5.52
43.65,42.80
50.31,48.85
80.84,61.71
67.75,49.82
158.13,89.34
36.99,26.81
162.21,84.93
112.67,99.71
25.96,16.13
144.00,94.12
120.49,63.42
127.42,95.09
43.03,31.64
143.88,81.29
50.91,47.58
90.32,70.57
57.47,51.32
115.76,70.16
92.36,64.14
5.44,4.29
89.82,51.33
144.37,77.62
61.66,40.57
83.97,79.98
9.57,6.18
26.98,14.99
67.98,56.65
60.72,38.68
48.17,31.28
191.14,97.03
56.93,33.10
118.11,77.71
63.93,36.12
67.86,52.20
49.03,41.21
74.27,42.20
100.78,75.21
25.51,13.72
53.60,51.05
32.26,18.98
133.48,94.00
49.34,28.69
36.40,35.00
50.60,30.12
2.93,2.53
133.56,87.87
156.53,88.94
89.20,59.47
113.63,63.84
102.20,92.91
78.69,51.10
110.61,96.19
10.79,7.55
24.22,19.86
35.89,19.51
134.92,97.77
42.33,22.40
138.04,94.55
58.60,31.51
111.44,55.72
103.48,97.63
133.63,91.53
15.26,15.11
88.29,63.07
62.01,31.80
75.72,67.01
100.13,64.19
81.13,61.00
84.76,60.12
139.59,83.59
103.58,85.61
124.81,89.15
29.34,28.77
67.87,52.62
117.16,63.33
28.69,18.05
22.54,15.23
99.71,53.04
32.10,19.94
182.29,98.01
143.87,99.91
167.32,92.96
11.68,11.46
64.70,59.91
20.56,20.16
137.58,89.34
95.88,69.99
59.85,45.00
148.90,79.63
52.75,38.79
16.30,13.82
133.10,69.69
80.73,70.82
25.46,24.97
71.80,68.39
61.43,45.51
114.89,59.53
93.30,79.75
33.82,33.82
26.22,23.84
47.18,39.99
104.95,96.29
109.83,55.47
124.50,71.97
26.99,17.76
70.23,39.24
122.39,93.43
89.32,74.44
56.45,53.26
10.62,8.85
45.67,29.85
128.81,86.45
93.58,81.38
20.81,17.64
73.10,36.92
107.62,62.21
90.80,66.28
19.43,13.40
106.05,84.17
2.44,1.56
125.16,74.06
10.11,9.82
130.23,86.25
41.46,32.65
3.93,2.01
60.57,42.96
88.21,48.47
34.61,29.09
104.66,53.95
123.18,72.89
117.10,94.44
44.03,25.75
117.18,79.72
62.72,37.56
96.30,77.04
81.25,53.81
79.21,60.01
33.08,19.81
10.38,8.11
73.92,42.73
84.25,52.99
39.67,31.74
48.31,39.60
124.94,73.93
97.28,57.91
113.64,77.31
116.73,86.47
170.97,93.43
116.16,69.56
126.11,67.44
44.13,32.69
57.57,28.93
33.26,29.18
30.12,25.53
51.35,40.12
61.40,45.15
137.54,72.39
29.47,26.55
99.75,89.07
117.72,68.05
92.26,66.86
137.97,76.65
95.40,70.67
84.46,69.23
91.74,45.87
7.00,5.79
105.92,71.09
136.46,86.92
91.16,82.88
24.45,13.15
121.83,97.47
18.63,15.66
90.53,50.58
52.71,45.84
188.09,95.48
61.25,33.47
61.30,40.07
58.73,42.87
79.10,46.81
131.41,73.01
12.68,8.75
70.80,37.66
89.11,67.51
77.77,68.83
61.62,58.14
141.29,92.96
116.90,70.85
90.63,53.00
32.12,17.75
61.40,35.09
49.67,45.16
63.94,46.00
49.93,38.12
16.41,12.63
39.35,24.91
8.82,7.48
181.06,92.38
101.21,57.51
66.41,57.75
108.67,97.03
58.59,53.27
38.73,29.57
33.56,26.64
131.77,83.40
84.23,44.10
69.65,37.05
173.16,86.58
59.53,46.88
162.33,87.75
80.83,47.83
92.73,77.28
91.03,48.68
22.10,13.08
75.27,69.06
67.00,59.83
100.74,57.57
124.44,77.78
58.69,32.79
135.15,74.67
138.48,90.51
26.08,23.29
100.38,54.26
79.83,54.68
36.03,19.48
59.45,35.18
13.71,9.08
137.68,85.52
90.40,82.94
94.11,56.02
111.47,71.46
20.09,15.22
89.82,58.71
48.34,45.61
3.83,3.69
174.32,94.74
82.99,43.68
31.36,20.37
101.61,56.45
152.96,84.51
157.24,95.30
56.10,34.42
72.10,37.75
169.94,91.37
87.76,48.76
58.10,31.24
72.46,37.16
89.91,52.89
103.70,87.15
47.43,30.41
111.34,94.36
119.86,65.86
148.03,87.08
49.86,29.33
70.17,42.53
41.40,29.16
149.49,77.06
95.05,57.96
16.43,13.47
38.66,24.32
59.88,39.92
109.97,99.08
163.91,88.60
108.23,54.39
39.01,20.11
42.39,37.52
102.07,91.96
26.92,13.95
73.89,57.73
149.26,93.88
166.48,94.06
104.59,55.05
53.95,31.01
6.56,4.13
82.14,70.21
58.14,41.83
43.54,31.33
4.54,4.46
92.33,50.18
65.73,48.69
103.70,77.39
141.02,82.47
153.42,85.71
111.06,69.85
128.68,89.99
72.00,43.64
87.48,60.75
126.32,70.97
28.60,14.67
108.73,71.07
128.85,93.37
140.97,77.46
82.48,77.82
127.33,85.46
65.72,50.95
134.30,87.21
36.77,29.90
137.22,92.10
9.76,8.21
71.11,44.17
133.44,98.12
47.27,24.62
5.26,5.21
89.51,82.88
50.62,33.09
118.51,74.07
47.99,43.63
31.38,27.29
37.57,30.30
71.91,49.26
49.75,27.34
184.39,92.66
1.99,1.29
151.18,80.85
41.03,22.18
8.85,5.30
29.19,23.93
86.76,59.84
46.91,35.81
37.28,26.07
99.22,68.43
104.56,81.06
80.52,56.71
46.91,24.31
75.90,73.69
35.04,19.58
150.12,94.42
170.71,89.85
50.03,37.62
22.02,14.88
21.44,20.23
51.84,38.98
17.17,12.54
100.35,52.82
78.37,44.53
5.24,4.60
87.97,45.35
21.90,20.47
2.91,1.64
33.15,21.12
139.79,81.75
55.16,27.86
5.67,3.10
5.75,3.49
143.89,80.84
10.04,6.52
143.61,84.98
82.75,43.10
12.51,9.78
101.49,79.92
104.23,66.82
11.03,9.68
60.04,44.15
68.03,66.05
130.90,96.97
24.14,21.37
69.77,62.30
143.39,84.85
125.07,86.26
23.66,18.78
113.68,78.40
98.50,82.78
34.54,22.29
104.21,52.37
59.05,40.73
39.01,21.32
61.01,52.60
16.38,9.05
80.17,77.09
112.41,94.47
20.33,11.36
115.89,90.54
11.11,7.17
37.04,23.15
161.37,91.17
30.37,19.35
79.53,49.40
79.27,52.85
77.83,56.40
126.99,90.71
97.38,77.91
166.97,85.19
13.56,8.64
49.44,35.32
133.93,70.49
163.66,85.24
84.37,42.40
130.84,73.10
48.29,24.64
4.58,3.58
107.85,71.43
82.14,59.10
96.06,55.53
9.02,7.71
19.61,14.32
98.77,73.17
81.07,65.38
22.74,19.95
11.82,6.68
46.63,26.35
14.61,13.41
172.82,94.96
16.24,9.18
27.87,27.87
15.13,12.61
96.74,59.35
35.75,18.43
73.22,63.67
126.86,93.28
109.63,87.01
122.29,87.35
35.99,25.71
68.89,45.03
14.16,12.21
50.00,49.51
109.41,85.48
121.14,62.77
86.81,60.29
21.71,16.70
80.46,75.91
68.90,57.42
41.39,34.21
37.55,27.02
36.84,36.48
149.56,99.71
150.48,75.24
112.70,75.64
120.21,91.77
64.57,32.78
105.01,66.89
49.30,35.47
90.02,78.28
58.73,46.99
56.95,42.19
50.47,36.31
22.23,20.98
112.56,71.70
39.67,23.34
180.36,95.43
134.39,68.57
33.21,30.75
12.42,7.18
32.85,22.66
25.59,19.10
48.58,44.99
86.85,64.34
30.70,21.03
142.59,80.56
52.30,32.49
110.64,74.26
56.27,54.11
74.76,51.56
142.84,71.42
14.22,12.59
112.26,82.55
41.49,32.17
79.88,57.47
35.42,22.00
