ss_list_price,ss_wholesale_cost
65.02,63.75
41.67,38.23
52.93,43.75
49.22,46.44
75.92,56.24
83.49,77.31
76.68,64.99
1.93,1.28
99.73,72.80
30.16,18.62
18.71,9.80
66.05,37.53
64.91,41.61
98.15,66.32
89.55,77.20
139.29,88.16
132.68,77.14
117.62,76.88
127.91,75.69
32.71,28.45
56.67,43.26
49.97,40.63
129.06,78.22
75.46,47.76
73.13,68.35
32.25,26.88
64.17,48.25
136.86,81.47
84.79,45.59
32.20,30.38
28.57,16.71
152.75,91.47
114.87,95.73
115.81,94.93
42.59,26.79
66.64,45.03
76.34,57.84
107.84,60.93
69.25,47.11
90.77,59.72
75.20,60.16
93.22,71.71
33.28,25.80
101.97,89.45
3.77,3.46
68.55,50.78
2.85,1.67
158.39,87.03
35.52,30.11
46.82,36.58
62.14,49.32
26.78,17.74
99.97,55.85
20.18,10.68
14.07,8.91
64.93,43.29
67.10,46.28
45.35,26.68
61.16,52.73
9.64,6.84
108.30,57.61
87.34,43.67
10.89,7.78
56.98,55.87
102.75,81.55
78.06,40.87
87.10,73.82
40.28,37.30
118.37,83.36
127.51,69.30
145.22,92.50
145.88,80.60
146.35,93.22
3.95,3.24
144.32,79.74
100.23,55.38
6.21,6.15
87.46,50.85
65.73,39.13
58.75,32.64
128.75,65.03
83.30,68.85
130.13,89.75
77.60,65.77
108.76,63.98
38.41,32.83
11.34,5.97
77.57,71.17
101.30,71.34
93.81,78.84
150.24,98.20
70.76,40.67
47.91,39.93
38.30,19.95
8.53,7.62
112.32,80.81
73.46,39.71
110.78,65.17
22.66,14.91
117.35,69.03
22.05,15.87
57.96,38.90
114.82,78.11
3.75,2.21
28.12,27.04
178.41,95.41
6.71,5.79
18.26,12.86
18.15,14.41
77.03,61.14
73.79,47.00
62.09,40.06
36.21,18.29
108.95,89.31
80.57,40.90
97.82,66.10
28.88,19.92
7.10,4.47
93.59,82.10
64.69,44.93
53.20,53.20
79.75,68.17
126.76,82.85
124.53,77.35
44.19,43.33
171.65,88.48
10.45,10.25
93.51,79.93
85.65,84.81
35.85,35.50
3.92,3.41
124.89,81.63
2.51,2.08
154.94,87.05
106.14,87.00
85.74,64.47
109.77,86.44
50.92,42.44
71.59,63.36
4.98,2.71
98.09,89.18
2.38,2.06
152.14,83.14
68.19,47.69
14.11,7.63
3.16,2.29
102.47,65.69
112.75,56.66
55.30,48.94
59.05,30.44
87.02,67.46
58.25,32.91
36.43,27.81
72.41,40.91
26.20,15.06
63.38,63.38
98.43,62.30
49.53,37.53
78.71,64.52
99.18,54.80
91.92,49.69
117.18,90.14
145.10,81.52
19.81,10.32
9.32,9.32
25.74,13.41
84.94,46.42
89.92,73.11
120.80,82.74
48.04,36.40
7.05,7.05
74.16,67.42
73.97,67.25
53.74,53.21
67.07,53.66
126.20,63.74
121.53,84.99
37.87,26.12
86.64,83.31
98.11,57.38
100.71,60.31
100.14,54.13
92.16,67.77
130.24,90.45
117.33,82.05
42.37,32.85
52.54,27.80
45.94,23.93
34.21,22.22
62.18,56.53
84.80,74.39
74.95,47.44
25.53,15.96
38.07,21.51
120.97,90.28
103.67,66.89
47.18,43.69
99.16,65.67
154.70,87.90
7.59,6.55
76.99,76.23
190.80,95.40
48.75,29.55
95.03,50.02
44.16,29.64
4.58,4.58
68.98,39.42
143.56,75.96
5.53,4.19
76.99,67.54
37.17,18.68
74.83,56.27
87.16,47.37
172.00,87.76
74.74,39.76
41.48,31.91
124.30,62.15
18.11,13.42
99.90,79.29
76.98,42.77
47.05,40.92
65.84,57.76
83.02,50.32
110.36,86.90
92.92,54.34
126.52,83.24
141.47,76.06
41.37,33.10
64.21,41.97
102.78,52.71
87.64,59.62
9.04,5.99
87.46,73.50
10.49,7.19
34.12,19.17
153.79,94.35
52.79,27.64
17.46,9.00
2.98,2.26
103.05,86.60
167.41,93.01
137.78,73.29
86.49,85.64
44.08,30.40
61.96,61.35
54.36,30.89
185.11,98.99
95.91,74.93
38.60,32.44
102.79,52.18
54.62,53.55
99.43,74.76
48.36,41.34
21.93,17.55
53.06,39.31
90.71,53.68
23.95,16.75
186.30,99.10
136.04,71.98
114.45,99.53
124.63,72.46
95.72,58.37
37.45,36.01
63.25,46.17
157.64,83.41
19.90,15.31
124.12,63.98
118.67,85.38
104.91,73.37
120.98,88.31
18.42,9.45
28.35,24.87
145.67,85.69
96.13,84.33
13.34,9.40
109.78,96.30
8.08,5.12
22.55,11.45
71.33,69.26
100.37,73.27
52.75,34.48
67.13,44.17
97.22,83.10
97.73,51.17
72.61,47.77
41.62,21.68
184.89,94.82
96.37,48.43
149.38,82.99
152.60,84.78
33.74,29.86
16.11,15.96
39.91,23.62
14.60,7.94
8.46,5.13
90.10,54.28
115.36,76.40
61.20,31.55
78.94,73.10
23.10,13.13
15.51,14.64
76.18,67.42
13.17,7.66
108.10,79.49
148.75,88.02
60.47,40.05
179.94,91.81
20.16,17.09
72.98,37.62
12.87,6.96
89.26,89.26
35.18,25.87
58.03,42.36
43.14,22.47
78.64,56.99
76.73,69.76
67.14,44.76
166.92,83.46
139.83,97.79
152.48,95.30
118.96,69.98
75.62,40.44
63.39,34.83
98.43,58.59
6.24,4.66
65.57,45.86
10.10,5.29
38.03,35.22
16.31,15.39
36.76,36.76
41.67,38.59
128.53,90.52
98.44,73.47
107.54,62.89
127.16,77.07
100.29,71.64
91.10,91.10
59.99,58.25
86.68,52.22
48.18,29.38
49.61,45.52
91.36,91.36
125.20,85.76
18.31,11.74
75.77,55.31
12.84,7.83
36.87,19.72
75.88,54.99
165.61,84.93
49.28,35.46
22.61,16.75
69.39,66.09
7.55,7.48
18.79,14.46
66.46,54.93
122.71,74.37
8.10,6.99
57.49,51.80
103.09,52.07
147.67,91.16
81.08,46.07
49.24,30.78
33.78,23.14
72.33,38.68
39.35,22.88
127.92,83.07
12.11,9.69
110.87,66.39
81.07,50.99
12.44,7.83
35.18,19.44
5.65,4.19
59.76,47.06
34.65,32.69
5.71,4.97
30.55,29.96
54.02,42.21
29.65,21.18
163.27,90.71
60.74,44.34
153.02,93.88
3.61,3.29
58.90,30.84
81.73,68.11
1.76,1.71
51.14,37.61
13.93,7.83
58.60,42.16
45.85,37.90
75.65,48.81
164.09,84.15
175.75,96.57
67.13,51.25
58.98,37.57
52.96,43.77
56.80,28.40
45.69,28.56
25.45,16.86
29.80,16.11
54.82,39.73
185.49,97.63
46.02,27.56
118.69,87.92
129.30,76.97
45.58,31.88
108.78,74.51
70.46,63.48
123.94,91.81
29.71,24.36
71.16,60.31
173.65,98.67
96.21,58.67
127.08,76.56
144.68,86.64
77.65,46.50
99.03,79.87
115.58,97.95
22.29,14.48
46.39,24.68
115.08,96.71
11.16,7.16
4.26,4.10
78.22,76.69
17.98,12.94
94.91,75.93
109.08,78.48
123.51,63.67
14.40,7.35
45.35,23.62
82.49,43.88
104.51,65.32
18.87,11.44
22.07,14.06
24.03,12.14
76.72,46.22
35.36,25.63
132.16,91.15
91.72,45.86
78.11,62.49
126.46,80.04
21.76,20.34
6.55,3.31
145.35,93.78
38.25,22.11
81.56,44.57
119.30,61.18
133.12,74.37
58.14,35.24
130.38,72.84
37.11,30.93
116.58,80.40
12.00,9.31
1.60,1.51
44.41,25.82
163.84,94.71
30.02,25.23
157.83,89.68
93.15,71.11
103.02,71.05
81.25,65.53
49.51,46.71
68.78,64.89
33.32,19.15
129.56,80.98
102.95,75.70
119.24,74.53
115.23,88.64
48.07,27.95
137.41,91.61
92.79,85.13
143.70,83.55
22.01,20.01
90.64,63.39
59.69,40.61
25.90,16.29
150.48,90.11
79.12,63.81
121.32,80.35
71.98,53.32
90.87,79.02
14.45,12.57
96.93,69.24
69.31,52.91
64.45,60.81
66.12,38.67
80.50,57.50
103.12,53.71
1.93,1.15
96.34,50.18
91.92,48.38
60.51,33.07
11.85,6.93
94.06,48.74
13.31,9.51
108.40,98.55
24.77,13.54
57.07,35.23
100.18,92.76
28.71,16.89
86.39,79.26
86.26,73.73
99.86,58.06
42.32,36.49
96.34,70.84
101.47,53.13
173.30,87.09
33.52,27.94
8.39,7.85
88.30,62.19
39.03,20.33
57.36,31.01
149.94,76.50
149.25,76.54
169.29,94.58
98.28,83.29
84.56,60.40
28.13,19.81
93.81,62.13
80.72,58.92
154.17,95.76
100.60,76.80
112.92,88.92
28.73,20.82
17.11,8.73
13.95,9.56
99.49,81.55
6.90,3.58
94.67,93.74
29.14,17.99
76.43,74.94
140.73,71.08
48.58,27.76
111.65,69.35
126.32,97.93
35.20,34.86
87.65,86.79
36.41,20.93
14.64,11.01
55.66,51.54
155.28,81.30
134.98,74.17
10.62,7.99
109.80,66.15
86.35,74.44
128.62,73.92
134.36,82.94
85.41,57.71
5.49,4.16
59.23,43.24
85.05,59.90
128.05,70.75
68.64,58.17
36.38,21.92
74.90,67.48
40.97,35.94
4.32,2.16
129.47,88.08
87.70,48.19
129.05,64.85
40.96,28.45
3.70,1.94
2.78,1.52
11.44,6.12
92.87,87.62
91.06,55.87
54.38,45.32
105.32,95.75
42.81,34.81
3.97,2.34
78.52,67.69
54.44,53.38
89.69,87.08
98.43,70.31
122.02,80.81
128.54,91.17
132.83,79.07
92.64,89.95
118.47,89.08
87.54,53.06
138.10,86.86
94.92,56.84
80.71,78.36
137.80,95.04
9.41,8.64
78.44,44.57
26.47,16.34
102.42,57.54
92.88,49.67
110.32,55.16
30.74,17.08
157.45,90.49
94.44,59.40
46.84,30.62
157.89,81.81
51.18,30.11
30.62,21.57
118.83,98.21
119.07,96.81
56.82,56.82
34.92,20.19
32.01,24.07
76.64,63.87
59.04,33.74
153.99,79.38
7.09,4.55
118.53,73.17
94.90,62.85
9.39,8.39
21.98,11.63
132.10,88.66
65.79,49.10
105.23,88.43
40.21,20.31
9.10,5.55
133.92,89.28
84.73,57.64
74.50,73.77
149.54,82.17
146.85,94.14
108.50,87.50
138.42,94.17
35.44,25.87
128.75,67.06
42.22,22.46
107.76,81.03
63.36,46.25
61.90,58.96
33.28,32.63
4.01,2.45
162.48,85.52
68.49,57.56
39.32,29.13
2.80,2.38
134.94,76.24
175.10,92.65
83.15,80.73
11.54,8.19
94.41,75.53
126.40,67.96
155.07,86.15
153.79,84.50
187.07,94.48
95.77,60.62
37.50,22.46
85.16,67.06
50.14,26.39
46.64,40.21
69.90,58.25
20.61,17.77
120.67,63.85
167.86,99.92
127.89,70.27
80.38,41.65
42.71,30.51
32.50,29.28
156.07,83.02
135.86,73.44
64.91,53.65
146.65,80.58
30.98,27.91
40.71,21.43
117.97,92.89
93.60,66.86
87.58,52.76
97.91,87.42
98.52,65.25
127.34,65.98
49.68,39.75
124.20,67.87
65.99,36.26
138.91,97.83
66.32,41.45
104.01,66.25
92.72,87.48
161.16,94.80
28.71,15.52
58.04,35.18
14.56,10.26
10.02,5.86
36.29,28.58
11.90,7.63
52.23,27.64
96.36,61.38
10.24,6.61
57.13,37.84
113.72,85.51
90.48,45.70
125.49,79.43
58.61,31.18
8.42,5.69
38.33,25.39
49.96,30.28
56.92,51.28
99.86,98.88
7.04,3.69
29.10,15.73
111.73,72.09
73.16,47.20
104.77,91.91
95.60,47.80
114.75,76.50
91.12,88.47
91.70,61.96
108.70,81.12
131.76,86.69
5.07,3.68
126.78,82.33
38.30,37.55
115.42,87.44
101.43,83.83
69.17,47.38
96.46,53.00
162.35,83.69
59.86,51.17
134.97,86.52
22.47,15.94
30.85,21.73
97.07,78.92
54.63,44.42
113.61,88.76
66.32,39.48
73.77,65.87
47.21,24.09
9.21,4.75
56.61,33.30
79.27,74.09
141.45,76.46
28.35,19.83
89.17,56.44
158.79,88.22
174.94,87.47
11.52,11.52
112.39,71.59
61.38,40.65
66.32,35.85
109.30,87.44
152.87,98.63
121.47,65.31
22.16,20.15
66.04,52.00
41.97,31.56
3.16,1.74
72.64,44.57
125.23,94.16
146.97,86.97
42.00,28.77
70.56,46.12
45.59,39.31
107.20,80.00
80.94,44.23
91.71,46.09
122.96,96.07
150.85,85.23
109.37,81.02
36.23,18.58
49.86,38.36
16.61,15.24
33.92,25.90
82.42,63.40
14.10,7.27
75.05,46.33
45.15,30.51
38.90,33.54
4.17,2.43
79.67,65.31
134.51,89.08
66.53,56.87
56.49,29.27
47.46,42.38
116.74,72.51
58.80,40.00
9.99,8.69
42.73,24.56
122.73,77.68
25.98,14.60
112.86,91.76
133.56,92.75
20.66,11.23
13.20,10.24
22.37,13.90
110.99,97.36
38.66,28.43
126.68,93.15
131.84,91.56
144.40,86.99
26.60,15.74
116.13,97.59
147.05,79.06
155.23,90.78
146.99,81.21
22.41,12.59
123.48,84.00
16.62,12.99
98.41,92.84
66.42,58.27
97.55,92.91
150.57,90.71
56.62,43.56
22.56,18.05
65.71,55.22
32.12,24.34
48.31,30.01
103.87,77.52
74.26,42.68
7.37,4.85
51.26,31.84
82.02,59.01
69.95,50.69
155.44,85.88
175.28,96.31
88.92,72.30
68.28,42.41
3.97,3.82
83.88,42.80
61.26,50.63
20.68,12.85
31.20,25.37
34.09,25.83
37.43,29.71
37.98,26.02
44.86,24.25
49.22,43.18
69.73,37.49
69.11,50.45
46.23,33.75
21.76,12.88
78.29,57.15
40.67,34.18
6.67,5.56
38.61,33.58
125.77,76.23
43.18,38.56
76.82,64.02
83.20,52.66
82.41,44.31
54.41,51.82
89.40,47.81
55.95,41.76
24.55,18.89
33.72,23.92
135.10,67.89
46.11,40.10
22.90,14.14
67.43,64.22
27.00,24.11
41.06,39.87
90.28,51.59
112.95,88.94
115.90,99.06
11.25,10.62
23.61,13.81
110.95,82.80
60.66,39.39
97.50,55.09
28.73,20.82
128.80,93.34
47.15,24.18
62.58,37.93
33.77,27.24
129.06,83.27
25.07,20.06
17.47,15.74
14.74,8.62
106.36,72.85
71.43,48.93
140.97,97.90
128.35,97.24
161.05,83.02
26.49,16.77
73.66,42.58
63.73,43.36
131.04,78.00
89.77,65.53
50.27,25.52
54.74,42.11
99.36,99.36
157.27,86.89
39.62,21.19
145.81,75.16
85.39,49.65
80.44,66.48
13.07,7.43
20.94,10.58
18.13,14.06
61.38,36.11
115.85,58.81
51.79,31.20
13.49,10.71
89.03,69.56
64.87,40.80
53.94,37.99
124.53,97.29
69.83,42.07
80.80,56.51
15.68,10.67
60.78,59.01
62.02,52.56
20.17,13.36
29.79,23.65
54.24,53.71
19.17,12.06
11.51,8.11
87.56,77.49
118.41,91.09
99.20,66.58
51.11,33.63
15.68,13.52
75.27,56.60
32.29,29.90
24.08,13.38
61.55,56.47
99.61,74.90
42.45,40.43
91.02,68.44
45.64,28.89
104.95,53.01
95.26,69.03
77.01,77.01
93.08,90.37
93.37,88.09
84.89,62.42
82.41,56.45
30.50,15.89
147.55,80.63
169.40,97.92
105.07,94.66
48.89,37.90
60.04,50.04
107.20,67.85
136.41,76.21
15.38,7.93
131.21,71.31
106.84,77.99
127.49,72.03
81.07,54.41
64.38,42.92
54.73,42.43
59.42,35.16
48.55,46.69
63.30,49.85
3.27,2.48
105.06,97.28
89.29,61.16
10.97,9.63
9.58,5.99
28.66,26.30
49.03,26.94
35.51,22.48
91.03,76.50
115.43,82.45
113.70,86.14
35.51,21.92
44.87,26.87
35.47,29.56
2.31,2.25
20.55,18.19
145.80,74.39
26.95,14.04
66.19,38.71
18.22,11.61
80.30,47.52
73.03,56.18
112.91,72.38
85.32,43.31
79.60,53.07
11.71,10.65
65.36,64.72
186.82,96.80
52.48,48.15
90.34,64.53
133.86,89.84
130.36,79.01
49.75,25.13
25.30,17.57
82.19,64.72
10.96,5.77
143.73,99.13
13.21,13.21
40.98,36.59
72.21,68.13
173.18,90.20
11.60,6.63
62.83,59.28
73.48,59.74
17.94,14.24
19.14,16.50
69.04,39.68
68.90,49.93
96.41,66.49
98.25,80.54
56.01,52.35
164.68,92.00
40.39,28.25
117.81,70.97
71.65,50.46
48.86,44.42
127.06,77.01
18.79,16.78
163.03,93.70
46.59,27.57
157.40,78.70
27.57,17.79
72.84,36.79
25.32,16.13
103.20,67.90
63.97,35.15
2.34,1.33
59.74,31.28
37.73,29.25
17.55,11.86
132.72,87.32
22.09,15.45
124.31,86.33
159.31,91.56
50.70,33.36
131.22,82.53
103.72,89.42
88.66,46.18
14.29,11.62
91.76,81.21
24.18,17.15
44.96,26.14
170.41,88.30
22.65,15.52
69.31,36.10
88.40,72.46
98.87,79.10
40.03,33.09
109.67,85.02
14.33,12.25
29.36,21.59
25.12,25.12
139.44,86.08
22.84,17.57
78.95,73.11
84.30,49.59
98.51,84.20
62.58,57.42
76.61,69.65
22.20,17.21
36.14,31.99
71.01,36.05
113.03,93.42
108.47,91.93
113.46,91.50
128.84,87.65
91.53,81.00
44.45,26.62
64.74,48.32
52.22,37.30
48.60,45.00
68.31,57.41
108.66,61.74
85.39,63.73
80.10,74.17
147.58,93.41
114.80,64.86
18.62,11.02
66.63,45.64
59.67,33.34
44.62,26.56
87.90,87.03
22.57,19.46
120.46,70.45
48.05,24.27
28.86,23.28
76.63,51.43
142.98,85.62
43.54,27.56
82.26,55.96
11.43,11.10
27.59,25.09
53.82,52.26
32.60,16.30
73.43,63.31
90.80,48.56
120.64,72.68
119.38,77.02
151.04,82.09
49.26,28.15
58.63,43.76
130.40,81.50
136.43,82.19
114.14,59.45
158.32,87.47
56.34,54.18
97.60,91.22
86.98,56.85
49.99,45.87
97.82,55.58
141.16,70.58
47.76,32.49
130.80,76.05
10.86,9.79
50.52,36.61
82.34,46.26
13.46,12.82
92.18,71.46
95.33,75.07
19.06,15.50
64.61,55.23
176.17,95.23
63.53,59.38
32.83,19.43
37.86,23.52
10.37,10.07
110.18,57.09
56.13,38.98
119.07,68.04
41.79,26.79
54.36,27.18
9.46,5.32
59.24,54.35
113.95,63.66
73.18,45.74
12.54,12.06
38.59,28.59
80.59,63.46
57.51,47.14
18.43,13.76
145.18,98.10
14.37,7.90
143.27,87.90
74.21,68.72
119.90,99.92
137.99,95.83
63.15,54.92
155.22,91.85
123.68,77.79
85.39,71.76
13.03,12.18
60.51,33.25
79.30,69.57
49.02,25.40
161.20,96.53
27.93,14.86
46.22,33.02
53.73,28.58
74.53,42.35
80.78,42.52
42.80,21.95
100.84,58.63
134.66,90.38
60.27,38.15
45.86,23.64
32.17,21.45
148.82,77.11
162.59,88.85
67.97,43.02
113.57,64.90
43.87,24.51
89.85,47.54
109.78,93.04
48.31,43.14
43.43,27.32
71.34,42.72
156.27,99.54
158.97,81.11
13.73,9.22
23.26,22.16
54.06,33.58
90.92,72.74
10.58,9.62
71.21,47.16
127.44,78.19
19.36,13.54
7.68,4.09
98.47,53.81
99.52,58.20
130.66,96.79
88.23,59.62
141.81,97.80
10.49,6.60
23.68,14.10
1.79,1.05
136.37,72.54
40.05,20.86
81.66,52.69
12.26,12.14
54.82,27.69
149.03,84.68
100.68,59.93
56.14,30.35
40.87,32.44
196.50,98.25
187.82,95.83
68.48,38.91
4.16,3.44
59.07,37.87
123.72,81.40
154.90,99.30
120.45,76.24
194.88,97.44
46.34,40.30
63.82,61.97
2.34,2.19
22.57,13.60
132.25,76.89
8.51,5.07
66.00,42.04
86.39,63.06
90.28,52.19
30.65,28.38
37.93,34.80
122.64,61.63
3.84,2.29
98.29,95.43
11.39,11.17
34.51,22.56
49.71,37.66
151.10,92.14
96.83,62.88
48.29,33.08
108.06,73.02
130.81,80.75
77.73,43.43
16.95,9.02
46.56,37.55
93.88,56.56
43.64,38.97
45.43,38.50
25.64,16.44
136.27,88.49
64.53,50.42
28.25,23.35
99.39,75.30
69.95,41.15
61.65,44.68
58.95,44.33
78.65,48.55
37.92,30.10
51.69,34.01
80.81,48.39
94.41,78.68
100.64,70.38
135.04,95.78
8.91,5.47
6.22,3.66
92.43,49.17
90.56,61.19
89.66,59.38
103.43,69.42
157.71,80.88
154.79,82.78
16.12,14.79
126.63,66.30
49.27,27.68
44.02,23.42
11.18,6.74
5.15,4.09
73.81,41.94
42.33,23.01
45.19,31.83
92.39,58.11
84.01,66.15
84.14,48.92
117.51,66.39
25.67,14.67
19.98,15.86
62.77,45.16
14.94,10.99
63.25,42.45
79.42,57.14
14.55,11.37
50.75,29.17
30.85,25.93
12.53,11.94
58.22,41.89
141.86,73.89
23.63,12.06
124.71,87.83
24.55,13.20
12.20,10.00
112.28,94.36
147.55,87.31
190.20,95.58
103.11,52.88
4.48,2.95
87.27,57.42
90.60,75.50
7.14,5.86
78.36,52.95
107.22,87.89
84.80,48.74
34.32,22.00
21.26,10.96
10.67,5.80
147.41,78.83
5.66,4.53
28.85,17.92
127.74,89.33
74.21,66.26
99.50,84.33
97.65,54.86
37.07,21.43
108.45,76.92
116.47,71.90
125.18,73.64
112.81,67.96
76.66,55.96
95.11,60.20
161.14,95.35
101.65,73.66
124.52,93.63
123.41,89.43
98.96,78.54
135.59,91.62
41.63,32.53
49.39,25.46
61.41,41.22
81.69,54.83
174.50,95.88
136.37,72.54
83.53,51.25
57.30,45.12
1.85,1.44
48.72,38.67
133.40,98.82
33.17,31.30
4.48,2.59
15.92,15.92
155.51,98.43
176.31,89.50
66.84,46.42
32.57,16.45
70.12,68.08
26.22,13.11
95.74,83.99
112.25,62.02
60.29,49.02
22.18,16.19
89.51,73.98
84.31,57.75
114.00,95.80
73.57,40.65
35.72,28.35
9.58,7.99
24.37,24.37
39.92,38.76
96.52,54.23
110.65,95.39
79.88,42.49
111.22,75.15
150.22,75.49
35.06,26.17
68.27,57.86
56.24,32.89
163.44,83.82
27.09,25.09
73.78,49.19
144.81,80.45
159.82,85.93
9.85,6.16
74.20,37.10
82.52,55.76
25.61,22.87
55.16,40.56
82.26,73.45
57.34,30.83
1.44,1.27
77.32,55.23
91.37,56.06
113.50,63.41
47.90,24.95
104.03,61.56
33.42,23.21
79.59,44.97
27.55,15.06
168.06,97.71
31.77,16.55
61.76,32.00
9.59,7.27
75.87,65.98
113.53,95.41
29.15,16.02
98.91,71.68
65.64,65.64
51.92,33.50
71.04,47.36
115.71,72.32
35.57,18.06
51.04,26.45
40.33,28.01
95.16,50.35
102.55,77.11
35.85,33.51
79.92,74.00
75.22,41.56
35.17,20.33
57.22,48.09
75.79,53.38
156.15,92.40
165.33,87.02
53.62,39.14
30.33,26.61
170.13,97.22
119.64,93.47
38.14,32.60
36.48,33.78
59.75,54.82
21.45,11.66
12.88,9.01
147.12,90.82
42.26,42.26
96.16,53.13
163.89,99.33
49.64,43.17
73.43,66.16
123.81,78.86
120.91,73.28
86.06,66.72
142.16,80.32
78.78,44.51
121.13,62.12
151.90,83.01
35.84,18.38
93.73,65.55
33.49,19.59
124.20,88.72
100.45,70.74
150.66,75.33
29.89,15.41
16.47,11.06
77.47,41.21
153.46,94.15
22.31,18.14
87.06,47.06
87.21,73.91
81.76,54.51
128.16,75.84
34.83,23.07
150.53,97.12
5.00,3.17
45.54,33.49
17.40,9.02
11.26,8.47
28.56,17.21
10.80,6.07
168.67,92.17
99.73,74.99
10.02,5.22
86.50,58.85
81.96,66.10
101.63,65.57
159.96,99.98
133.36,71.70
44.10,26.57
73.18,55.44
107.03,54.06
51.29,28.34
23.59,22.05
20.39,11.46
98.26,69.69
24.28,22.70
56.20,39.58
62.90,52.86
65.89,39.46
22.01,14.58
102.15,67.65
127.99,69.94
42.90,42.90
16.17,10.93
28.38,17.85
44.42,30.85
44.08,26.40
50.46,46.73
21.56,19.08
158.07,94.09
156.10,87.21
9.80,5.60
76.70,59.46
57.83,34.63
109.49,70.19
92.72,63.51
113.03,64.59
11.02,5.71
109.02,56.49
119.69,94.25
40.49,28.52
120.52,96.42
28.28,21.11
63.13,42.95
89.92,59.55
18.59,15.24
18.39,17.52
63.12,37.80
10.66,10.56
115.56,67.98
93.67,82.90
78.23,60.65
78.59,63.38
26.81,19.86
75.20,73.73
20.91,18.67
1.46,1.13
20.05,13.55
104.47,63.32
107.20,58.58
38.31,28.38
3.32,2.00
139.98,70.70
22.31,18.29
153.37,82.46
161.88,89.44
38.70,26.15
2.12,2.00
31.03,22.82
186.47,97.63
48.79,28.37
74.26,68.13
85.43,43.15
81.09,53.35
33.80,31.30
86.08,72.95
62.26,32.60
99.13,76.26
114.33,62.48
136.53,73.80
62.43,55.25
52.97,28.79
61.28,55.21
181.27,98.52
16.21,11.50
85.82,81.74
111.95,96.51
20.74,10.75
28.94,25.84
49.41,36.60
25.38,16.38
88.36,55.23
69.23,52.45
83.49,61.39
52.33,47.58
112.67,74.62
145.62,87.20
36.70,20.06
162.44,84.17
19.38,14.36
104.86,68.54
100.32,51.45
2.92,1.68
148.44,95.77
98.34,79.31
45.92,45.92
20.57,12.70
146.38,78.28
23.48,23.48
113.42,60.98
112.25,83.77
106.47,60.84
47.36,29.06
1.73,1.47
74.46,59.57
101.27,78.51
26.09,23.94
27.05,16.91
66.15,61.83
106.27,73.29
113.17,63.94
110.55,91.37
83.70,41.85
174.67,90.04
49.24,49.24
140.59,81.74
74.01,73.28
54.61,54.61
114.79,63.42
55.57,45.18
82.70,75.88
75.82,70.21
15.81,9.76
82.75,48.97
137.76,69.58
73.69,45.49
40.66,20.64
9.17,7.52
139.71,88.99
107.69,74.27
68.31,45.24
56.11,46.76
120.21,77.06
33.36,17.56
99.77,98.79
35.20,23.47
5.19,3.29
91.72,48.53
104.76,65.07
160.63,88.26
57.38,49.05
175.26,94.74
142.71,87.02
6.96,6.51
47.84,36.52
74.77,42.01
77.98,49.05
79.20,48.00
26.34,22.91
24.63,21.61
112.89,64.88
104.49,55.29
74.20,50.14
22.34,13.30
63.27,34.20
11.76,7.59
10.14,5.70
26.92,18.19
95.60,59.38
188.48,96.66
110.73,67.11
64.50,34.68
122.61,98.09
39.80,34.61
134.89,81.26
